Committee Name|Committee ID|Date Received|Transaction Date|Amount|Type of Transaction|Description
MATZKE FOR LEGISLATURE|99CAC00284|01/10/2001|12/31/2000|13.77|C|PAYMENT TO CFLA FUND TO DISSOLVE COMMITT
FRIENDS OF DREW MILLER|99CAC00286|01/31/1996|02/01/1995|149.7|C|INTEREST ON LOAN PAID TO BANK           
BEN NELSON FOR GOVERNOR (DISSOLVED)|99CAC00290|01/28/2002|01/29/2001|40300|C|DONATION TO NELSON INSTITUE AT NE COMMUN
BEN NELSON FOR GOVERNOR (DISSOLVED)|99CAC00290|01/31/2001|12/31/2000|132.26|O|FIRST NATIONAL BANK, OMAHA              
BEN NELSON FOR GOVERNOR (DISSOLVED)|99CAC00290|01/31/2001|11/30/2000|114.49|O|FIRST NATIONAL BANK, OMAHA              
BEN NELSON FOR GOVERNOR (DISSOLVED)|99CAC00290|01/31/2001|10/31/2000|117.96|O|FIRST NATIONAL BANK, OMAHA              
BEN NELSON FOR GOVERNOR (DISSOLVED)|99CAC00290|01/31/2001|09/29/2000|113.84|O|FIRST NATIONAL BANK, OMAHA              
BEN NELSON FOR GOVERNOR (DISSOLVED)|99CAC00290|01/31/2001|08/31/2000|117.29|O|FIRST NATIONAL BANK, OMAHA              
BEN NELSON FOR GOVERNOR (DISSOLVED)|99CAC00290|01/31/2001|07/31/2000|116.94|O|FIRST NATIONAL BANK, OMAHA              
BEN NELSON FOR GOVERNOR (DISSOLVED)|99CAC00290|01/31/2001|06/30/2000|112.86|O|FIRST NATIONAL BANK, OMAHA              
BEN NELSON FOR GOVERNOR (DISSOLVED)|99CAC00290|01/31/2001|05/31/2000|116.28|O|FIRST NATIONAL BANK, OMAHA              
BEN NELSON FOR GOVERNOR (DISSOLVED)|99CAC00290|01/31/2001|04/28/2000|112.21|O|FIRST NATIONAL BANK, OMAHA              
BEN NELSON FOR GOVERNOR (DISSOLVED)|99CAC00290|01/31/2001|03/31/2000|116.34|O|FIRST NATIONAL BANK, OMAHA              
BEN NELSON FOR GOVERNOR (DISSOLVED)|99CAC00290|01/31/2001|02/29/2000|109.36|O|FIRST NATIONAL BANK, OMAHA              
BEN NELSON FOR GOVERNOR (DISSOLVED)|99CAC00290|01/31/2001|01/31/2010|116.55|O|FIRST NATIONAL BANK, OMAHA              
BEN NELSON FOR GOVERNOR (DISSOLVED)|99CAC00290|01/28/2000|03/22/1999|109|C|TAX REFUND                              
BEN NELSON FOR GOVERNOR (DISSOLVED)|99CAC00290|01/28/2000|12/31/1999|1351.89|C|INTEREST EARNED                         
COMMITTEE TO ELECT THOMAS RILEY|99CAC00300|01/30/1998|12/31/1997|29.34|C|CORRECTION OF ERROR IN CHECKBOOK        
COMMITTEE TO ELECT THOMAS RILEY|99CAC00300|01/30/1998|12/31/1997|125|C|CHECK # 1035 TO MARIAN HIGH SCHOOL      
COMMITTEE TO ELECT THOMAS RILEY|99CAC00300|01/30/1998|03/13/1997|7101.75|C|REFUND FROM REDSTONE                    
COMMITTEE TO ELECT THOMAS RILEY|99CAC00300|01/30/1998|02/25/1997|883.35|C|REFUND FROM US WEST COMMUNICATION       
COMMITTEE TO ELECT THOMAS RILEY|99CAC00300|01/30/1998|02/25/1997|680.4|C|REFUND FROM REDSTONE                    
CITIZENS FOR ROBAK|99CAC00301|01/28/2019|12/31/2018|-3243.25|O|INVESTMENT VALUE AT YEAR END IS REDUCED BY THIS AMOUNT DUE TO A LOSS OF VALUE.
CITIZENS FOR ROBAK|99CAC00301|01/31/2018|12/31/2017|-2230.53|A|THE CASH ON HAND AT THE BEGINNING OF THE 2017 REPORTING PERIOD HAS BEEN CONVERTED TO STOCKS.
CITIZENS FOR ROBAK|99CAC00301|01/30/2017|12/31/2016|1822.47|A|THE 2016 ENDING BALANCE OF THIS ACCOUNT WAS 35,227.84 WHICH INCLUDES INVESTMENT INCOME OF 408.06 IN MUTUAL FUNDS AND UNREALIZED GAINS OF 1,822.47 THAT ARE REPORTED ON LINE 24 OF THE FINANCIAL SUMMARY. 
CITIZENS FOR ROBAK|99CAC00301|01/29/2016|12/29/2015|-888.69|A|THE 2014 ENDING BALANCE OF THIS ACCOUNT WAS 33,399.94 INCLUDING 888.69 OF CASH.  THE CASH BALANCE WAS INVESTED IN MUTUAL FUNDS SO THERE IS CURRENTLY A 0.00 CASH BALANCE.
CITIZENS FOR ROBAK|99CAC00301|01/30/2012|12/31/2011|27237.05|A|value of investment
FRIENDS OF FLOYD VRTISKA|99CAC00304|01/19/2005|07/13/2004|4672.39|O|CASHED IN REMAINING CDS                 
FRIENDS OF FLOYD VRTISKA|99CAC00304|01/22/2004|12/02/2003|4642.28|C|ROLLED OVER 12 MONTH CD...              
FRIENDS OF FLOYD VRTISKA|99CAC00304|01/14/2003|11/26/2002|4500|C|REINVESTED PORTION OF CDS CASHED IN     
FRIENDS OF FLOYD VRTISKA|99CAC00304|01/14/2003|11/26/2002|5716.97|C|CASHED IN CD                            
FRIENDS OF FLOYD VRTISKA|99CAC00304|01/14/2003|05/09/2002|5512.3|C|CASHED IN CD                            
FRIENDS OF FLOYD VRTISKA|99CAC00304|01/15/2002|11/28/2001|333.87|C|INTEREST/MATURITY OF CD'S               
FRIENDS OF FLOYD VRTISKA|99CAC00304|01/09/2001|11/28/2000|15000|O|PURCHASE OF 3 CD'S AT STATE BANK OF TABL
FRIENDS OF FLOYD VRTISKA|99CAC00304|05/02/2000|04/13/2000|25|C|REIMBURSEMENT FROM SENATOR VRTISKA      
FRIENDS OF FLOYD VRTISKA|99CAC00304|01/12/2000|08/09/1999|50|O|FROSTY SPECIALTY ADVERTISING            
FRIENDS OF FLOYD VRTISKA|99CAC00304|01/12/2000|09/22/1999|765|O|SENATOR VRTISKA REIMBURSED FOOTBALL TICK
FRIENDS OF FLOYD VRTISKA|99CAC00304|01/22/1999|06/18/1998|45|C|REIMBURSEMENT FROM VRTISKA FOR MILEAGE  
WEBER FOR OPPD|99CAC00305|01/03/2008|12/14/2007|3|O|Online Software Banking fee
BOB WICKERSHAM FOR LEGISLATURE (DISSOLVED)|99CAC00307|02/04/2003|01/30/2003|9630.62|C|TRANSFER TO GAME & PARKS FOUNDATION     
BOB WICKERSHAM FOR LEGISLATURE (DISSOLVED)|99CAC00307|01/25/2002|07/02/2001|101.03|O|REFUND OF BAL ON MAIL ACCT, USPS        
BOB WICKERSHAM FOR LEGISLATURE (DISSOLVED)|99CAC00307|01/05/2001|11/09/2000|17|O|PARTIAL REFUND OR BOX RENT(CLOSED BOX)  
HARTNETT FOR LEGISLATURE|99CAC00311|02/01/2002|02/28/2001|500|C|CONTRIUBTION RETURN TO - RJ REYNOLDS CO.
HARTNETT FOR LEGISLATURE|99CAC00311|02/01/2002|02/28/2001|1000|C|CONTRIBUTION RETURN TO - LINDA FORD     
HASSETT FOR MUD COMMITTEE|99CAC00313|01/12/2001|02/09/2001|169.23|C|JOURNAL BROADCASTING CREDIT             
HASSETT FOR MUD COMMITTEE|99CAC00313|01/12/2001|02/09/2001|280.95|C|REFUND OF OVERCHARGE ON TV ADV.-CREDIT  
SOUTH OMAHANS FOR HILGERT (DISSOLVED)|99CAC00315|03/12/2003|12/01/2001|2813.6|C|U.S. POST OFFICE                        
CAROL HUDKINS LEGISLATURE COMMITTEE|99CAC00318|01/23/1998|10/30/1997|949|C|NCPA REFUND OF CONTRIBUTIONS            
RAMON JANSSEN FOR STATE LEGISLATURE (DISSOLVED)|99CAC00321|01/22/2002|12/01/2001|2090.89|C|TO RECONCILE CAMPAIGN STMT TO BANK STMNT
LOWELL JOHNSON FOR PUBLIC SERVICE COMMISSION (DISS|99CAC00324|10/06/2000|09/29/2000|305|C|CANCELLED CK #58 TO DAVID LOEFFLER      
LOWELL JOHNSON FOR PUBLIC SERVICE COMMISSION (DISS|99CAC00324|10/06/2000|08/30/2000|98.33|C|CANCELLED CK #75 TO DAVID LOEFFLER      
LOWELL JOHNSON FOR PUBLIC SERVICE COMMISSION (DISS|99CAC00324|06/16/2000|04/26/2000|30.45|C|REFUND FOR ADVERTISING                  
LOWELL JOHNSON FOR PUBLIC SERVICE COMMISSION (DISS|99CAC00324|04/26/2000|04/20/2000|48.7|C|REFUND FOR ADVERTISING FROM MORNING SHOP
SCHIMEK FOR LEGISLATURE|99CAC00327|01/29/2010|11/15/2009|-100|A|ck to cornhusker hotel for leg reception
SCHIMEK FOR LEGISLATURE|99CAC00327|01/29/2010|01/21/2009|5.67|A|omaha world herald refund
SCHIMEK FOR LEGISLATURE|99CAC00327|01/29/2010|01/03/2009|-100|A|ck to john carlini-pianist for leg recep
SCHIMEK FOR LEGISLATURE|99CAC00327|01/29/2010|12/08/2009|50|A|check 1621 voided
SCHIMEK FOR LEGISLATURE|99CAC00327|02/03/2004|12/31/2003|3.86|C|CASH ERROR CORRECTION                   
SCHIMEK FOR LEGISLATURE|99CAC00327|05/02/2000|04/19/2000|200|O|200.00 DEPOSIT FOR RENT RETURNED        
SCHIMEK FOR LEGISLATURE|99CAC00327|01/28/2000|12/31/1999|.2|C|ERROR IN CASH                           
ROSEMARY SKRUPA FOR REGENT|99CAC00332|06/15/2000|06/13/2000|1000|C|$2000 CHECK NOT CASHED RETURNED FROM KFA
TAKECHI FOR REGISTER OF DEEDS (DISSOLVED)|99CAC00335|02/02/1998|01/01/1997|110.5|C|ADJUSTMENT TO BALANCE TO ACTUAL         
LEE TERRY FOR CITY COUNCIL|99CAC00337|01/31/2002|12/31/2001|36.88|O|INTEREST INCOME                         
LEE TERRY FOR CITY COUNCIL|99CAC00337|01/30/2001|12/31/2000|303.63|C|INT INCOME ENTERPRISE BANK OMAHA, NE    
LEE TERRY FOR CITY COUNCIL|99CAC00337|02/01/2000|12/10/1999|26.91|C|INTEREST                                
LEE TERRY FOR CITY COUNCIL|99CAC00337|02/01/2000|11/10/1999|28.19|C|INTEREST                                
LEE TERRY FOR CITY COUNCIL|99CAC00337|02/01/2000|10/08/1999|23.92|C|INTEREST                                
LEE TERRY FOR CITY COUNCIL|99CAC00337|02/01/2000|09/10/1999|24.84|C|INTEREST                                
LEE TERRY FOR CITY COUNCIL|99CAC00337|02/01/2000|08/11/1999|16.06|C|INTEREST                                
LEE TERRY FOR CITY COUNCIL|99CAC00337|02/01/2000|07/22/1999|8.75|C|INTEREST                                
LEE TERRY FOR CITY COUNCIL|99CAC00337|02/01/2000|07/09/1999|22.22|C|INTEREST                                
LEE TERRY FOR CITY COUNCIL|99CAC00337|02/01/2000|06/11/1999|22.2|C|INTEREST                                
LEE TERRY FOR CITY COUNCIL|99CAC00337|02/01/2000|05/14/1999|27.12|C|INTEREST                                
LEE TERRY FOR CITY COUNCIL|99CAC00337|02/01/2000|04/09/1999|20.71|C|INTEREST                                
LEE TERRY FOR CITY COUNCIL|99CAC00337|02/01/2000|03/12/1999|21.23|C|INTEREST                                
LEE TERRY FOR CITY COUNCIL|99CAC00337|02/01/2000|02/12/1999|27.09|C|INTEREST                                
LEE TERRY FOR CITY COUNCIL|99CAC00337|02/01/2000|01/08/1999|20.9|C|INTEREST                                
BOB TWISS FOR LEGISLATURE (DISSOLVED)|99CAC00339|01/28/2008|12/31/2007|47|A|transfer to bob twiss for oppd
WILSON FOR REGENT|99CAC00342|01/14/2019|12/14/2018|50|O|ANNETTE CONTRERAS GIFT OF ACNOWLEDGEMENT
WILSON FOR REGENT|99CAC00342|01/14/2019|08/10/2018|250|O|EVENT HASSEBROOK FOR LEGISLATURE
WILSON FOR REGENT|99CAC00342|01/14/2019|11/30/2018|250|O|bob rauner for lincoln school board
WILSON FOR REGENT|99CAC00342|01/14/2019|12/14/2018|50|O|MARK HICKSON GIFT OF ACNOWLEDGEMENT
WILSON FOR REGENT|99CAC00342|01/14/2019|05/04/2018|110|O|EVENT CLARE FOR REGENT
WILSON FOR REGENT|99CAC00342|01/12/2016|12/14/2015|50|A|MARK HICKSON- GIFT OF ACKNOWLEDGEMENT
WILSON FOR REGENT|99CAC00342|01/12/2016|12/14/2015|50|A|ANNETTE CONTRERAS- GIFT OF ACKNOWLEDGEME
WILSON FOR REGENT|99CAC00342|01/12/2016|01/06/2015|100|A|CARL ESKRIDGE CAMPAIGN EVENT 01/21/15
WILSON FOR REGENT|99CAC00342|01/08/2013|12/01/2012|100|O|Gene Carroll for Council Event 
WILSON FOR REGENT|99CAC00342|01/08/2013|05/02/2012|98|O|Clare for Regent Event 
WILSON FOR REGENT|99CAC00342|01/08/2013|12/10/2012|50|O|Gift of Acknowledgment Mark Hickson
WILSON FOR REGENT|99CAC00342|01/08/2013|09/07/2012|250|O|Whitehouse for Regent Event
WILSON FOR REGENT|99CAC00342|01/08/2013|08/15/2012|100|O|Ken Haar for Legislature Event
WILSON FOR REGENT|99CAC00342|01/08/2013|07/10/2012|50|O|Lillie Larsen for State Bd. of Education
WILSON FOR REGENT|99CAC00342|01/08/2013|05/25/2012|100|O|Ken Haar for Legislature Event 
WILSON FOR REGENT|99CAC00342|01/08/2013|12/10/2012|50|O|Gift of Acknowledgement Annette Contrera
WILSON FOR REGENT|99CAC00342|01/08/2013|09/09/2012|250|O|Mike Jones for Regent Event 
WILSON FOR REGENT|99CAC00342|01/08/2013|03/25/2012|250|O|Mike Jones for Regent 
WILSON FOR REGENT|99CAC00342|01/08/2013|02/17/2012|250|O|Whitehouse for Regent Event 
WILSON FOR REGENT|99CAC00342|01/09/2007|12/11/2006|-100|A|GIFTS OF ACKNOWLEDGEMENT - 2 PEOPLE
WILSON FOR REGENT|99CAC00342|01/04/2006|12/02/2005|100|O|GIFTS OF ACKNOWLEDGEMENT 2 PEOPLE $50
WILSON FOR REGENT|99CAC00342|01/04/2006|12/12/2005|50|O|GIFT OF ACKNOWLEDGEMENT 1 PERSON $50
WILSON FOR REGENT|99CAC00342|01/05/2009|12/16/2008|100|O|Gifts of aknowledgement for 2 persons
WILSON FOR REGENT|99CAC00342|01/05/2009|07/22/2008|250|O|Clare for Regent fund raising event
WILSON FOR REGENT|99CAC00342|01/04/2008|12/08/2007|100|O|Gifts for acknowledgement -2 people
WILSON FOR REGENT|99CAC00342|01/04/2008|12/08/2007|50|O|Scudder for Regent fundraiser event 
WILSON FOR REGENT|99CAC00342|01/12/2010|12/10/2009|100|O|Gifts of acknowledgement for 2 persons
WILSON FOR REGENT|99CAC00342|01/12/2010|11/14/2009|250|O|Citizens for Beutler event 11/14/09
WILSON FOR REGENT|99CAC00342|01/12/2010|10/08/2009|100|O|Gene Carroll- City Council event 10/15
WILSON FOR REGENT|99CAC00342|01/12/2010|10/05/2009|100|O|Deb Schorr for Co. Comm event 10/13/09
WILSON FOR REGENT|99CAC00342|01/12/2010|06/17/2009|50|O|Jayne Snyder for City Council event 6/17
WILSON FOR REGENT|99CAC00342|01/12/2010|04/15/2009|50|O|Boswell for Lincoln School Board event 
WILSON FOR REGENT|99CAC00342|01/12/2010|02/22/2009|125|O|Ken Svoboda for Council event 3/12/09
WILSON FOR REGENT|99CAC00342|01/05/2011|12/18/2010|100|O|Gifts of acknowledgement for 2 persons
WILSON FOR REGENT|99CAC00342|01/05/2011|10/18/2010|100|O|Phares for regent event
WILSON FOR REGENT|99CAC00342|01/05/2011|10/01/2010|500|O|Citizens for Beutler event 11/10/10
WILSON FOR REGENT|99CAC00342|01/05/2011|09/30/2010|100|O|Avery for Legislature event 10/5/10
WILSON FOR REGENT|99CAC00342|01/10/2005|12/09/2004|150|C|REIMBURSE CANDIDATE FOR GIFT CERTIFICATS
WILSON FOR REGENT|99CAC00342|01/10/2005|03/12/2004|35|C|LUNCHEON FEE HONORING UNMC FACULTY PERSO
WILSON FOR REGENT|99CAC00342|06/21/2002|04/24/2002|100|C|REIMBURSEMENT FOR DESTROYED SIGNS       
FRIENDS OF KEN WINSTON|99CAC00343|02/02/2004|03/31/2003|30.7|C|CHECK WAS NOT CASHED, AMOUNT LATER CONTR
COMMITTEE TO ELECT CAROLE WOODS HARRIS|99CAC00347|01/26/2005|01/21/2005|0|C|                                        
COMMITTEE TO ELECT CAROLE WOODS HARRIS|99CAC00347|01/26/2005|01/21/2005|727.82|O|TRANSFER CASH BALANCE TO CAROLE WOODS CO
COMMITTEE TO ELECT CAROLE WOODS HARRIS|99CAC00347|01/26/2005|01/21/2005|100|O|DONATE TO LINKS FOUNDATION              
COMMITTEE TO ELECT CAROLE WOODS HARRIS|99CAC00347|01/30/2003|01/01/2003|30|C|BEGINNING BALANCE 2036 NOT 2066         
COMMITTEE TO ELECT CAROLE WOODS HARRIS|99CAC00347|02/01/2002|01/30/2002|3|C|TO RECONCILE W/  12/31/01 BANK BALANCE  
COMMITTEE TO ELECT CAROLE WOODS HARRIS|99CAC00347|10/30/2000|10/23/2000|27|C|                                        
COMMITTEE TO ELECT CAROLE WOODS HARRIS|99CAC00347|10/30/2000|10/13/2000|500|O|RETURNED DONATION FROM FRATERNAL ORDER O
COMMITTEE TO ELECT CAROLE WOODS HARRIS|99CAC00347|06/20/2000|06/13/2000|1|C|TO AGREE WITH CHECKING BALANCE          
COMMITTEE TO ELECT CAROLE WOODS HARRIS|99CAC00347|05/02/2000|03/06/2000|50|C|DEPOSIT DUPLICATED                      
COMMITTEE TO ELECT CAROLE WOODS HARRIS|99CAC00347|01/14/2000|01/08/2000|3|C|RECONCILE W/ CHECKBOOK BALANCE          
SALLY WYSONG FOR SCHOOL BOARD CAMPAIGN (DISSOLVED)|99CAC00348|05/13/1999|05/11/1999|449.41|O|DONATION TO THE LINCOLN PUBLIC SCHOOLS  
CITIZENS FOR NEBRASKA'S  FUTURE (DISSOLVED)|99BQC00004|01/25/2001|11/17/2000|1054.78|O|REFUND FOR US POSTAL SERVICE PERMIT #287
NEBRASKANS FOR TERM LIMITS (DISSOLVED)|99BQC00006|06/30/2000|06/28/2000|46.39|C|TO MATCH BANK STATEMENT                 
NEBRASKANS FOR TERM LIMITS (DISSOLVED)|99BQC00006|06/30/2000|02/08/1999|10|O|PAYMENT TO BRING BANK ACCOUNT CURRENT   
NEBRASKANS FOR TERM LIMITS (DISSOLVED)|99BQC00006|06/30/2000|01/08/1999|38.71|O|PAYMENT TO BRING BANK ACCOUNT CURRENT   
NEBRASKANS FOR TERM LIMITS (DISSOLVED)|99BQC00006|06/30/2000|02/01/1999|35|O|PAYMENT BY TREASURER FOR BANK FEES      
CLEAN ENVIRONMENT COMMITTEE (DISSOLVED)|99BQC00008|02/08/2000|12/31/1999|5.01|C|MATH MISTAKE                            
CLEAN ENVIRONMENT COMMITTEE (DISSOLVED)|99BQC00008|01/28/2000|12/01/1999|5.01|C|MATH MISTAKE                            
NEBRASKANS TO PROTECT OUR PHONE SERVICE (DISSOLVED|99BQC00009|01/31/2000|04/14/1999|1237.88|C|ADVERTISING REFUND FROM BAILEY LAUERMAN 
JOHNSON FOR MAYOR (DISSOLVED)|99CAC00002|01/31/2001|01/25/2000|150|C|ASAP PRINTING PMY ON INV# 1001          
JOHNSON FOR MAYOR (DISSOLVED)|99CAC00002|01/31/2001|01/11/2000|30|C|MEMBERSHIP TO LWCC                      
JOHNSON FOR MAYOR (DISSOLVED)|99CAC00002|01/31/2000|12/31/1999|1291.73|C|REFUNDS & EXPENDITURES LESS THAN $100   
JOHNSON FOR MAYOR (DISSOLVED)|99CAC00002|06/14/1999|03/23/1999|5050|C|ADJ. FOR ITEMS REPORTED IN 6/11/99 LETTE
JOHNSON FOR MAYOR (DISSOLVED)|99CAC00002|03/08/1999|03/08/1999|4701.34|C|CONTRIBUTIONS LESS THAT $100 AND MISCELL
SOUTHWEST VOTERS FOR COOK (DISTRICT 3)(DISSOLVED)|99CAC00003|06/14/2011|06/07/2011|.32|A|reconcile to bank account
LILLIE LARSEN FOR SCHOOL BOARD (DISSOLVED)|99CAC00005|01/30/2002|01/31/2001|5|C|BANK SERVICE CHARGE                     
LILLIE LARSEN FOR SCHOOL BOARD (DISSOLVED)|99CAC00005|01/31/2001|12/31/2000|10|C|BANK CHARGES FOR RETURN CK              
CITIZENS FOR WESELY|99CAC00006|04/16/2004|12/31/2003|1500|C|2002 CONTRIBUTIONS DEPOSITED IN 2003    
CITIZENS FOR WESELY|99CAC00006|02/03/2003|12/31/2002|1500|C|2002 CONTRIBUTIONS NOT DEPOSITED YET    
JON CAMP FOR CITY COUNCIL COMMITTEE|99CAC00011|01/28/2019|12/31/2018|100|A|VOID OUTSTANDING CHECK TO WHITEHEAD OF CITY COUNCIL DATED 3-1-2013 
JON CAMP FOR CITY COUNCIL COMMITTEE|99CAC00011|01/28/2019|12/31/2018|250|A|VOID OUTSTANDING CHECK TO U.S. POST OFFICE 
JON CAMP FOR CITY COUNCIL COMMITTEE|99CAC00011|01/28/2019|12/31/2018|25|A|VOID OUTSTANDING CHECK TO THE NEBRASKA STATE CHAMBER OF COMMERCE 
JON CAMP FOR CITY COUNCIL COMMITTEE|99CAC00011|01/28/2019|12/31/2018|30|A|VOID OUTSTANDING CHECK TO THE DOWNTOWN LINCOLN ASSOCIATION DATED 10-11-15. 
JON CAMP FOR CITY COUNCIL COMMITTEE|99CAC00011|01/28/2019|12/31/2018|19.36|A|RECONCILIATION ADJUSTMENT FROM 2009
JON CAMP FOR CITY COUNCIL COMMITTEE|99CAC00011|01/28/2019|12/30/2018|351.5|A|VOID OUTSTANDING CHECK TO AUGSTUMS PRINTING DATED 2-16-11 
JON CAMP FOR CITY COUNCIL COMMITTEE|99CAC00011|01/27/2016|06/10/2015|2658.68|A|REFUND OF PREVIOUSLY REPORTED PAYMENT TO QUALITY PRESS MADE ON 5/14/15. THE REFUND WAS FOR POSTAGE AND PROCESSING ON A MAILING THAT QUALITY PRESS FAILED TO PROPERLY COMPLETE.  
NORTH LINCOLN VOTERS FOR LANDIS|99CAC00017|01/24/2006|05/05/2005|740.49|O|IN-KIND 13@52.89 AND 1@ 52.92
NORTH LINCOLN VOTERS FOR LANDIS|99CAC00017|03/14/2007|03/24/2006|683.57|O|17 inkind contributions
NORTH LINCOLN VOTERS FOR LANDIS|99CAC00017|01/21/2005|12/17/2004|37|O|AUCTION FOR BENIFIT OF NORTH LINCOLN VOT
NORTH LINCOLN VOTERS FOR LANDIS|99CAC00017|01/29/2004|07/14/2003|25|O|AUCTION FOR BENEFIT OF NORTH LINCOLN VOT
NORTH LINCOLN VOTERS FOR LANDIS|99CAC00017|01/29/2004|09/12/2003|250|O|AUCTION FOR BENEFIT OF NORTH LINCOLN VOT
NORTH LINCOLN VOTERS FOR LANDIS|99CAC00017|01/31/2000|12/31/1999|85|C|ADDED BACK CHECK #2795; NEVER CASHED    
BAKER FOR LEGISLATURE (DISSOLVED)|99CAC00025|01/11/2012|02/01/2011|279.65|A|refund for radio ads over payment
BAKER FOR LEGISLATURE (DISSOLVED)|99CAC00025|01/11/2012|02/02/2011|-112|A|nfib stop payment of check 100&12 bank
BAKER FOR LEGISLATURE (DISSOLVED)|99CAC00025|01/30/2006|04/27/2005|25|O|ROBERT OLSEN RETURN GIFT LIMIT
CITIZENS TO ELECT BLANKENSHIP FOR CLERK OF THE DIS|99CAC00031|02/02/2000|10/01/1999|112.5|C|OVERPAYMENT REFUND FROM OMAHA WORLD HERA
MARY ANN BORGESON FOR COUNTY BOARD|99CAC00032|01/20/2018|05/03/2017|1901.39|A|reimbursement from vendor
BOURNE FOR LEGISLATURE|99CAC00033|06/24/2002|01/01/1900|0|C|                                        
BRANDT FOR MAYOR (DISSOLVED)|99CAC00034|01/13/2006|09/16/2005|150|A|PURCHASE TICKETS JEFF DAVIS FOR SHERIFF
KERMIT BRASHEAR FOR LEGISLATURE|99CAC00035|01/24/2005|05/19/2004|97.58|O|REFUND FROM AT&T FOR PHONE SERVICES     
BRUEGGEMANN FOR SHERIFF|99CAC00037|01/28/2000|01/25/2000|46.87|C|POSTING ERROR                           
HAHN FOR STATE AUDITOR (DISSOLVED)|99CAC00043|12/16/1999|02/28/1999|120.5|O|RECEIVED FROM KFAB RADIO WHICH RESULTED 
JULIE HANEY FOR COUNTY TREASURER|99CAC00045|01/17/2008|02/21/2007|435|A|refund from redstone communications
JOHN GREEN FOR OPPD COMMITTEE|99CAC00051|01/28/2014|12/31/2013|10.84|A|2013 interest
JOHN GREEN FOR OPPD COMMITTEE|99CAC00051|06/22/2010|06/15/2010|25|A|check not deducted from 12/14/09
JOHN GREEN FOR OPPD COMMITTEE|99CAC00051|01/28/2010|12/04/2009|25|A|Check to Sec of State was not deducted
JOHN GREEN FOR OPPD COMMITTEE|99CAC00051|01/11/2005|12/29/2004|567.1|C|REIM. UNUSED WIRES FROM DESIGN 4        
COMMITTEE TO RE-ELECT THOMAS LYNAM SARPY COUNTY SU|99CAC00056|04/15/2002|04/09/2002|50|C|RELIEF LATE FEE PREVIOUSLY REPORTED     
MCFARLAND FOR GOVERNOR|99CAC00061|05/01/2000|08/11/1998|927|O|REFUND OF PHONE CHARGES - US WEST COMM. 
ROGER MORRISSEY FOR DOUGLAS COUNTY ASSESSOR|99CAC00072|01/30/2015|08/23/2014|3302.1|A|media refund from redstone
ROGER MORRISSEY FOR DOUGLAS COUNTY ASSESSOR|99CAC00072|06/22/2010|06/10/2010|225|A|return of late fee payment
ROGER MORRISSEY FOR DOUGLAS COUNTY ASSESSOR|99CAC00072|01/18/2007|12/23/2006|668.77|O|refund of partial payment to redstone
ROGER MORRISSEY FOR DOUGLAS COUNTY ASSESSOR|99CAC00072|02/03/2009|08/09/2008|100|O|rebate from at&t phones
ROGER MORRISSEY FOR DOUGLAS COUNTY ASSESSOR|99CAC00072|02/04/2008|02/26/2007|34|A|refund from clear communications
PEOPLE FOR NOLTE COMMITTEE |99CAC00076|01/17/2008|05/04/2007|104.25|A|refund from time warner cable
THE PRICE IS RIGHT FOR LEGISLATURE (DISSOLVED)|99CAC00085|02/09/2010|01/31/2009|250|A|$250 campaign check from unclaims proper
ALFREDO RAMIREZ ELECTION COMMITTEE (DISSOLVED)|99CAC00087|01/30/2003|01/29/2003|137.79|O|DONATION TO NE COMMUNITY FOUNDATION     
REDFIELD FOR LEGISLATURE (DISSOLVED)|99CAC00088|01/29/2008|06/06/2007|11736.98|O|cd matured transfered to checking acct
REDFIELD FOR LEGISLATURE (DISSOLVED)|99CAC00088|01/24/2011|01/03/2010|950.16|A|interest on CD
REDFIELD FOR LEGISLATURE (DISSOLVED)|99CAC00088|01/05/2006|01/04/2005|5246.55|A|CD CASHED TO DEPOSIT IN CAMPAIGN CHECKIN
REDFIELD FOR LEGISLATURE (DISSOLVED)|99CAC00088|01/14/2002|12/24/2001|5815.19|C|CASHED CERTIFICATE OF DEPOSIT           
REDFIELD FOR LEGISLATURE (DISSOLVED)|99CAC00088|01/30/2001|10/16/2000|1100|C|TRANSFER FROM CD TO CHECKING ACCT.      
REDFIELD FOR LEGISLATURE (DISSOLVED)|99CAC00088|01/28/2000|08/10/1999|6500|C|TRANSFER TO CERTIFICATE OF DEPOSIT      
ROBAK FOR LEGISLATURE (DISSOLVED)|99CAC00090|01/15/2003|10/20/2002|47.25|C|REFUND LEIGH WORLD                      
ROBAK FOR LEGISLATURE (DISSOLVED)|99CAC00090|01/15/2003|12/30/2002|53.28|C|REFUND LINCOLN JOURNAL STAR             
STUHR FOR LEGISLATURE COMMITTEE|99CAC00094|01/30/2007|04/21/2006|2370.15|O|Cashed Cornerstone Bank Certificate of D
STUHR FOR LEGISLATURE COMMITTEE|99CAC00094|01/31/2005|12/31/2004|11.6|O|INTEREST ON CD                          
STUHR FOR LEGISLATURE COMMITTEE|99CAC00094|01/29/2004|12/31/2003|12.96|O|INTEREST EARNED FOR '03 ON CD           
STUHR FOR LEGISLATURE COMMITTEE|99CAC00094|01/13/2003|10/25/2002|5.77|O|INTEREST EARNED ON CD                   
