Form A1 ID Number|Date Received|Candidate ID|Candidate Last Name|Candidate First Name|Candidate Middle Initial|Support/Oppose|Office Sought|Office Title|Office Description
12CAC01730|10/10/2012|99FIS09849|ANDERJASKA|JOE| |0|MIDDLE REPUBLICAN AT LARGE|MIDDLE REPUBLICAN AT LARGE|NATURAL RESOURCE DISTRICT
99CAC00711|11/12/2004|99FIS09858|THOMPSON|JOHN  (PPD)|R|0|SUBURBAN SUBDIVISION|SUBURBAN SUBDIVISION|OMAHA PUBLIC POWER DISTRICT
99CAC00712|12/09/2004|99FIS09864|ESCHLIMAN|ROBIN| |0|CITY COUNCIL AT LARGE-LINCOLN                     |CITY COUNCIL AT LARGE|LINCOLN
08CAC01237|11/24/2008|99FIS09878|SUTTLE|JAMES|H|0|MAYOR|MAYOR|OMAHA
99CAC00709|11/01/2004|99FIS09878|SUTTLE|JAMES|H|0|CITY COUNCIL DISTRICT #01-OMAHA                   |CITY COUNCIL DISTRICT #01|OMAHA
99CAC00717|03/04/2005|99FIS09897|TRAUDT|SHAWN|W|0|CITY COUNCIL AT LARGE-LINCOLN                     |CITY COUNCIL AT LARGE|LINCOLN
99CAC00718|03/07/2005|99FIS09910|BAIER|BARBARA| |0|SCHOOL BOARD - DIST 03-LINCOLN                    |SCHOOL BOARD - DIST 03|LINCOLN
08CAC01090|02/20/2008|99FIS09910|BAIER|BARBARA| |0|COUNTY COMMISSIONER DIST. #01|COUNTY COMMISSIONER DIST. #01|LANCASTER
05CAC00727|05/20/2005|05FIS09998|OSBORNE|TOM ||0|GOVERNOR|GOVERNOR|GOVERNOR
99CAC00704|10/14/2004|05FIS09999|KOUKOL|DAVID||0|PAPIO MISSOURI SUBDISTRICT|PAPIO MISSOURI SUBDISTRICT #11|NATURAL RESOURCE DISTRICT
05CAC00730|06/14/2005|05FIS10020|DAVIS|JEFFREY|L|0|COUNTY SHERIFF|COUNTY SHERIFF|SARPY
05CAC00732|07/05/2005|05FIS10025|NAGENGAST|JIM|D|0|04|04|BOARD OF REGENTS
05CAC00729|06/13/2005|05FIS10026|ADAMS|GREG|L|0|24|24|LEGISLATURE
05CAC00733|07/26/2005|05FIS10031|CARLSON|TOM|N|0|38|38|LEGISLATURE
13CAC01818|08/05/2013|05FIS10031|CARLSON|TOM|N|0|GOVERNOR|GOVERNOR|GOVERNOR
07CAC01034|08/20/2007|05FIS10032|EVNEN|ROBERT|B|0|01|01|STATE BOARD OF EDUCATION
18CAC02448|04/26/2018|05FIS10032|EVNEN|ROBERT|B|0|SECRETARY OF STATE|SECRETARY OF STATE|SECRETARY OF STATE
06CAC00765|01/03/2006|05FIS10033|BROWN|CAROL|J|0|46|46|LEGISLATURE
06CAC00833|04/05/2006|05FIS10035|WEAVER|WILLIAM|R|0|44|44|LEGISLATURE
05CAC00735|09/09/2005|05FIS10037|DUBAS|ANNETTE||0|34|34|LEGISLATURE
15CAC02095|06/01/2014|05FIS10037|DUBAS|ANNETTE||0|34|34|LEGISLATURE
13CAC01821|08/09/2013|05FIS10037|DUBAS|ANNETTE||0|GOVERNOR|GOVERNOR|GOVERNOR
05CAC00737|09/15/2005|05FIS10038|POORE|RICK|E|0|28|28|LEGISLATURE
05CAC00738|09/21/2005|05FIS10039|OSBORN|SHANE|J|0|STATE TREASURER|STATE TREASURER|STATE TREASURER
05CAC00762|12/19/2005|05FIS10041|CHRISTENSEN|MARK|R|0|44|44|LEGISLATURE
05CAC00759|11/30/2005|05FIS10054|DENDINGER|DONALD|C|0|04|04|LEGISLATURE
06CAC00769|01/09/2006|05FIS10055|TIDYMAN|JEFF|A|0|44|44|LEGISLATURE
05CAC00744|10/28/2005|05FIS10057|CONRAD|DANIELLE|M|0|46|46|LEGISLATURE
07CAC01065|12/26/2007|05FIS10060|WINTERER|KERRY||0|02|02|STATE BOARD OF EDUCATION
05CAC00746|11/02/2005|05FIS10060|WINTERER|KERRY||0|04|04|LEGISLATURE
05CAC00747|11/03/2005|05FIS10061|LATHROP|STEVEN||0|12|12|LEGISLATURE
13CAC01806|06/05/2013|05FIS10061|LATHROP|STEVEN||0|12|12|LEGISLATURE
17CAC02331|08/25/2017|05FIS10061|LATHROP|STEVEN||0|12|12|LEGISLATURE
05CAC00756|11/22/2005|05FIS10074|BLOOD|CAROL|L|0|BELLEVUE CITY COUNCIL|BELLEVUE CITY COUNCIL|BELLEVUE
13CAC01839|10/22/2013|05FIS10074|BLOOD|CAROL|L|0|03|03|LEGISLATURE
05CAC00760|12/07/2005|05FIS10081|ROGERT|KENT|W|0|16|16|LEGISLATURE
08CAC01246|10/29/2008|05FIS10085|ANDERSON|LYNNE|S|0|LEARNING COMMUNITY #03|LEARNING COMMUNITY #03|OMAHA
05CAC00764|12/23/2005|05FIS10085|ANDERSON|LYNNE|S|0|06|06|LEGISLATURE
06CAC00777|01/13/2006|06FIS10103|GAREY|ANGUS|L|0|44|44|LEGISLATURE
06CAC00784|01/17/2006|06FIS10122|VELINSKY|BARBARA|L|0|04|04|LEGISLATURE
06CAC00837|04/06/2006|06FIS10129|JONES|JONI|M|0|COUNTY COMMISSIONER DIST. #02|COUNTY COMMISSIONER DIST. #02|SARPY
06CAC00799|03/02/2006|06FIS10138|SENKBILE|GREGORY|D|0|34|34|LEGISLATURE
06CAC00786|01/20/2006|06FIS10160|KELLY|GENE |F|0|04|04|BOARD OF REGENTS
10CAC01397|01/14/2010|05FIS10029|BRADLEY|LAWRENCE|W|0|10|10|LEGISLATURE
12CAC01616|01/30/2012|05FIS10029|BRADLEY|LAWRENCE|W|0|04|04|BOARD OF REGENTS
05CAC00742|10/25/2005|05FIS10029|BRADLEY|LAWRENCE|W|0|04|04|BOARD OF REGENTS
18CAC02369|01/18/2018|05FIS10029|BRADLEY|LAWRENCE|W|0|04|04|BOARD OF REGENTS
14CAC01902|04/10/2014|05FIS10029|BRADLEY|LAWRENCE|W|0|02|02|METRO TECH COMMUNITY COLLEGE
06CAC00787|02/06/2006|05FIS10065|SCHLOTHAUER|GEORGE|H|0|48|48|LEGISLATURE
05CAC00758|11/30/2005|05FIS10076|SORRENTINO|TONY|J|0|04|04|LEGISLATURE
08CAC01138|05/05/2008|05FIS10076|SORRENTINO|TONY|J|0|03|03|METRO TECH COMMUNITY COLLEGE
05CAC00761|12/08/2005|05FIS10083|HAHN|DAVID||0|GOVERNOR|GOVERNOR|GOVERNOR
16CAC02133|03/02/2016|06FIS10118|KARPISEK|RUSSELL|J|0|COUNTY COMMISSIONER DIST. #04|COUNTY COMMISSIONER DIST. #04|SALINE
06CAC00877|05/01/2006|06FIS10126|JANSEN|RICHARD|W|0|COUNTY COMMISSIONER DIST. #05|COUNTY COMMISSIONER DIST. #05|SARPY
06CAC00977|10/17/2006|06FIS10220|WEIMER|DEREK|C|0|COUNTY ATTORNEY|COUNTY ATTORNEY|SCOTTS BLUFF
06CAC00803|03/15/2006|06FIS10239|GUITTAR|STEPHEN|J|0|26|26|LEGISLATURE
06CAC00785|01/19/2006|06FIS10241|HESPEN|STEVEN|D|0|COUNTY SHERIFF|COUNTY SHERIFF|DODGE
06CAC00818|03/28/2006|06FIS10242|LANPHIER|PATRICIA|Q|0|COUNTY CLERK OF DISTRICT COURT|COUNTY CLERK OF DISTRICT COURT|DOUGLAS
06CAC00863|08/08/2006|06FIS10345|HARTFIELD|IAN|M|0|14|14|LEGISLATURE
10CAC01432|04/12/2010|06FIS10345|HARTFIELD|IAN|M|0|14|14|LEGISLATURE
10CAC01497|10/25/2010|06FIS10392|HOPKINS|PAMELA|L|0|COUNTY ATTORNEY|COUNTY ATTORNEY|WASHINGTON
18CAC02420|01/01/1900|06FIS10392|HOPKINS|PAMELA|L|0|COUNTY ATTORNEY|COUNTY ATTORNEY|DODGE
18CAC02569|11/01/2018|06FIS10392|HOPKINS|PAMELA|L|0|COUNTY ATTORNEY|COUNTY ATTORNEY|DODGE
07CAC01012|01/24/2007|06FIS10408|EIFERT|LAREA|J|0|CITY COUNCIL AT LARGE|CITY COUNCIL AT LARGE|LINCOLN
05CAC00725|05/16/2005|05FIS09988|MUNGER |MARK ||0|28|28|LEGISLATURE
05CAC00748|11/14/2005|05FIS10034|RUFF|RONALD|A|0|42|42|LEGISLATURE
13CAC01843|11/08/2013|05FIS10062|FRIESEN|CURTIS|J|0|34|34|LEGISLATURE
06CAC00796|02/10/2006|05FIS10062|FRIESEN|CURTIS|J|0|24|24|LEGISLATURE
05CAC00757|11/23/2000|05FIS10075|WIGHTMAN|JOHN|M|0|36|36|LEGISLATURE
06CAC00768|01/06/2006|05FIS10086|PANKONIN|DAVID|C|0|02|02|LEGISLATURE
06CAC00816|03/28/2006|06FIS10153|ROWE|RENAE|E|0|COUNTY TREASURER|COUNTY TREASURER|DAWSON
06CAC00870|04/25/2006|06FIS10249|DITTBRENNER|PHILIP |W|0|COUNTY SHERIFF|COUNTY SHERIFF|GAGE
99CAC00673|04/12/2004|99FIS09633|BLAZEK|JOHN|M|0|METROPOLITIAN SUBDIVISION-OMAHA PUBLIC POWER DISTR|METROPOLITIAN SUBDIVISION|OMAHA PUBLIC POWER DISTRICT
99CAC00679|04/20/2004|99FIS09635|GREEN|JOHN|T|0|COUNTY COMMISSIONER DIST. #05-DOUGLAS             |COUNTY COMMISSIONER DIST. #05|DOUGLAS
16CAC02131|02/26/2016|99FIS09639|ERDMAN|(HENRY) STEVE| |0|47|47|LEGISLATURE
99CAC00701|10/05/2004|99FIS09644|STRIGENZ|THOMAS|P|0|COUNTY PUBLIC DEFENDER-SARPY                      |COUNTY PUBLIC DEFENDER|SARPY
05CAC00740|10/06/2005|99FIS09651|PIRSCH|PETER|A|0|04|04|LEGISLATURE
13CAC01835|10/16/2013|99FIS09651|PIRSCH|PETER|A|0|ATTORNEY GENERAL|ATTORNEY GENERAL|ATTORNEY GENERAL
06CAC00919|09/27/2006|99FIS09683|TIMM|PATRICIA|H|0|05|05|STATE BOARD OF EDUCATION
99CAC00668|03/24/2004|99FIS09684|FLANAGAN|DAN|L|0|PAPILLION SCHOOL BOARD-PAPILLION                  |PAPILLION SCHOOL BOARD|PAPILLION
05CAC00728|05/23/2005|99FIS09704|KLEINE|DONALD|W|0|COUNTY ATTORNEY|COUNTY ATTORNEY|DOUGLAS
99CAC00672|04/01/2004|99FIS09718|ANDERSON|CLARK|W|0|07-BOARD OF REGENTS                               |07|BOARD OF REGENTS
14CAC01859|01/16/2014|99FIS09722|LUX|JEFFREY|J|0|SOUTH SUBDIVISION|SOUTH SUBDIVISION|OMAHA PUBLIC POWER DISTRICT
99CAC00681|04/22/2004|99FIS09760|MARTIN|M.L.| |0|MAYOR-NORTH PLATTE                                |MAYOR|NORTH PLATTE
99CAC00675|04/13/2004|99FIS09762|BURCAW|JOHN| |0|04-METRO TECH COMMUNITY COLLEGE                   |04|METRO TECH COMMUNITY COLLEGE
99CAC00678|04/16/2004|99FIS09764|MCCOLLEY|MARK| |0|PAPIO MISSOURI SUBDISTRICT #03|PAPIO MISSOURI SUBDISTRICT #03|NATURAL RESOURCE DISTRICT
99CAC00682|04/23/2004|99FIS09765|DRAPER|MARK| |0|OMAHA SCHOOL BOARD - DIST 66-OMAHA                |OMAHA SCHOOL BOARD - DIST 66|OMAHA
99CAC00682|04/23/2004|99FIS09765|DRAPER|MARK| |0|OMAHA SCHOOL BOARD - DIST 66-OMAHA                |OMAHA SCHOOL BOARD - DIST 66|OMAHA
99CAC00591|03/21/2002|99FIS09018|BRUNKEN|DONALD|E|0|COUNTY COMMISSIONER DIST. #06-DOUGLAS             |COUNTY COMMISSIONER DIST. #06|DOUGLAS
05CAC00739|09/30/2005|05FIS10042|WHITE|THOMAS|M|0|08|08|LEGISLATURE
06CAC00811|03/22/2006|06FIS10101|TAMKE|THOMAS|G|0|COUNTY SHERIFF|COUNTY SHERIFF|DODGE
06CAC00873|04/27/2006|06FIS10105|MATCHETT|BENJAMIN|J|0|COUNTY SHERIFF|COUNTY SHERIFF|HOLT
06CAC00772|01/10/2006|06FIS10121|SHOEMAKER|FRANK||0|44|44|LEGISLATURE
10CAC01460|05/10/2010|06FIS10531|BOHRER|ROGER|L|0|04|04|PUBLIC SERVICE COMMISSION
06CAC00940|09/07/2006|06FIS10534|FORD|RITA|M|0|COUNTY CLERK OF DISTRICT COURT|COUNTY CLERK OF DISTRICT COURT|CASS
12CAC01604|12/27/2011|06FIS10558|ANDERSEN|JACK|W|0|43|43|LEGISLATURE
06CAC00836|04/06/2006|06FIS10578|SIEGFRIED|STEVEN|E|0|COUNTY SHERIFF|COUNTY SHERIFF|SCOTTS BLUFF
06CAC00849|04/07/2006|06FIS10585|CARPENTER|BARBARA|A|0|COUNTY CLERK OF DISTRICT COURT|COUNTY CLERK OF DISTRICT COURT|DOUGLAS
06CAC00890|05/03/2006|06FIS10587|TUSA|PAMELA|A|0|COUNTY COMMISSIONER DIST. #02|COUNTY COMMISSIONER DIST. #02|DOUGLAS
99CAC00716|01/21/2005|05FIS09914|KOLLER|MARK|A|0|CITY COUNCIL AT LARGE|CITY COUNCIL AT LARGE|LINCOLN
05CAC00741|10/21/2005|05FIS09916|GARRISON|WAYNE|L|0|38|38|LEGISLATURE
05CAC00726|05/17/2005|05FIS09994|AVERY|WILLIAM (BILL) |P|0|28|28|LEGISLATURE
14CAC01998|01/01/1900|05FIS09994|AVERY|WILLIAM (BILL) |P|0|COUNTY COMMISSIONER DIST. #01|COUNTY COMMISSIONER DIST. #01|LANCASTER
10CAC01498|10/25/2010|05FIS10012|POLLARD|KEVIN|T|0|DIRECTOR|DIRECTOR|NEBRASKA PUBLIC POWER DISTRICT
08CAC01086|02/05/2008|05FIS10059|KASCHKE|MARC||0|MAYOR|MAYOR|NORTH PLATTE
05CAC00745|10/31/2005|05FIS10059|KASCHKE|MARC||0|42|42|LEGISLATURE
06CAC00871|04/25/2006|06FIS10104|GUSTAFSON|MILLARD |W|0|COUNTY SHERIFF|COUNTY SHERIFF|GAGE
06CAC00783|01/30/2006|05FIS10071|CASEY|CAROL|J|0|20|20|LEGISLATURE
06CAC00767|01/06/2006|05FIS10072|HARMS|JOHN|N|0|48|48|LEGISLATURE
06CAC00832|04/05/2006|05FIS10091|WALLMAN|NORMAN|T|0|30|30|LEGISLATURE
06CAC00817|03/28/2006|06FIS10205|FRIEND|JOHN|M|0|COUNTY CLERK OF DISTRICT COURT|COUNTY CLERK OF DISTRICT COURT|DOUGLAS
06CAC00918|11/03/2006|06FIS10286|JACOBSEN|E|A|0|05|05|STATE BOARD OF EDUCATION
06CAC00935|07/05/2006|07FIS10899|BABBITT|ED||0|MAYOR|MAYOR|BELLEVUE
07CAC01057|01/09/2008|07FIS10919|MCCOY|BEAU|R|0|39|39|LEGISLATURE
15CAC02069|02/20/2015|07FIS10919|MCCOY|BEAU|R|0|39|39|LEGISLATURE
13CAC01824|08/28/2013|07FIS10919|MCCOY|BEAU|R|0|GOVERNOR|GOVERNOR|GOVERNOR
07CAC01045|10/24/2007|07FIS10921|COASH|COLBY|J|0|27|27|LEGISLATURE
07CAC01044|11/02/2007|07FIS10924|RICHARDS|TOM |J|0|COUNTY COMMISSIONER DIST. #03|COUNTY COMMISSIONER DIST. #03|SARPY
17BQC00455|11/14/2017|07FIS10938|HIKE  JR.|LEO  'RUSTY'|W|0|MAYOR|MAYOR|BELLEVUE
08CAC01135|05/05/2008|07FIS10938|HIKE  JR.|LEO  'RUSTY'|W|0|COUNTY COMMISSIONER DIST. #01|COUNTY COMMISSIONER DIST. #01|SARPY
07CAC01053|12/11/2007|07FIS10947|FUCHTMAN|SUE||0|MAYOR|MAYOR|NORFOLK
12CAC01638|03/22/2012|08FIS10996|BIEHL|FRANCIS |L|0|COUNTY SUPERVISOR DISTRICT #02|COUNTY COMMISSIONER DIST #02|BUFFALO
08CAC01181|10/29/2008|08FIS11110|VALDEZ|REBECCA |A|0|04|04|STATE BOARD OF EDUCATION
08CAC01095|03/04/2008|08FIS11111|BROCK|STEVE||0|04|04|METRO TECH COMMUNITY COLLEGE
08CAC01103|03/20/2008|08FIS11179|MCGOWAN|MIKE||0|AT LARGE|AT LARGE|METROPOLITAN UTILITIES DISTRICT
08CAC01163|07/01/2008|08FIS11268|CLARK|AARON|A|0|OMAHA SCHOOL BOARD - DIST 10|OMAHA SCHOOL BOARD - DIST 10|OMAHA
08CAC01182|08/04/2008|08FIS11291|KINDIG|DOUGLAS|D|0|MAYOR|MAYOR|LA VISTA
08CAC01195|01/01/1900|08FIS11315|HUMPHRIES|ROGER||0|OMAHA SCHOOL BOARD|OMAHA SCHOOL BOARD|OMAHA
08CAC01260|11/19/2008|08FIS11337|ODOM|JERRY||0|MAYOR|MAYOR|OMAHA
13CAC01812|07/08/2013|08FIS11340|RHOADES|CRYSTAL|A|0|02|02|PUBLIC SERVICE COMMISSION
08CAC01317|12/17/2008|08FIS11340|RHOADES|CRYSTAL|A|0|04|04|METRO TECH COMMUNITY COLLEGE
09CAC01361|02/05/2009|09FIS11364|GRAY|BENJAMIN|G|0|CITY COUNCIL DISTRICT #02|CITY COUNCIL DISTRICT #02|OMAHA
09CAC01363|02/11/2009|09FIS11377|HORNUNG|RICHARD|A|0|CITY COUNCIL AT LARGE|CITY COUNCIL AT LARGE|LINCOLN
09CAC01364|02/18/2009|09FIS11378|FARHO|JAMES||0|CITY COUNCIL DISTRICT #03|CITY COUNCIL DISTRICT #03|OMAHA
12CAC01692|07/09/2012|09FIS11490|MEDLOCK|JAMES|B|0|MAYOR|MAYOR|OMAHA
17CAC02334|09/12/2017|09FIS11519|KRIST|ROBERT|J|0|GOVERNOR|GOVERNOR|GOVERNOR
09CAC01365|03/09/2009|09FIS11520|KELLER|KEVIN||0|SCHOOL BOARD - DIST 05|SCHOOL BOARD - DIST 05|LINCOLN
06CAC00941|09/07/2006|06FIS10696|SHELTON|JERRY|L|0|COUNTY ATTORNEY|COUNTY ATTORNEY|GAGE
06CAC00951|10/02/2006|06FIS10738|FADEN|PATRICK|J|0|COUNTY ASSESSOR|COUNTY ASSESSOR|LANCASTER
06CAC00943|09/08/2006|06FIS10739|KIEL|GARY||0|AT LARGE|AT LARGE|METROPOLITAN COMMUNITY COLLEGE
06CAC01005|11/07/2006|06FIS10758|SHELDON|CARROLL||0|AT LARGE|AT LARGE|NATURAL RESOURCE DISTRICT
11CAC01581|04/21/2011|07FIS10875|HOVE|CHRIS||0|AIRPORT AUTHORITY|AIRPORT AUTHORITY|LINCOLN
07CAC01050|11/20/2007|07FIS10930|MOATS|REX |J|0|39|39|LEGISLATURE
08CAC01139|05/12/2008|07FIS10927|BOWMAN|JASON|V|0|17|17|LEGISLATURE
12CAC01752|11/27/2012|08FIS11219|GAYLOR BAIRD|LEIRION||0|CITY COUNCIL AT LARGE|CITY COUNCIL AT LARGE|LINCOLN
18CAC02577|11/13/2018|08FIS11219|GAYLOR BAIRD|LEIRION||0|MAYOR|MAYOR|LINCOLN
08CAC01189|09/10/2008|08FIS11237|DEJONG|BARRY|J|0|PAPILLION SCHOOL BOARD|PAPILLION SCHOOL BOARD|PAPILLION
08CAC01136|04/29/2008|08FIS11256|POWERS|VERN|P|0|HASTINGS MAYOR|HASTINGS MAYOR|HASTINGS
08CAC01209|10/08/2008|08FIS11320|WAYNE|JUSTIN|T|0|OMAHA SCHOOL BOARD - DIST 01|OMAHA SCHOOL BOARD - DIST 01|OMAHA
16CAC02143|03/23/2016|08FIS11320|WAYNE|JUSTIN|T|0|13|13|LEGISLATURE
08CAC01226|10/21/2008|08FIS11322|HINSLEY|RYAN||0|OMAHA SCHOOL BOARD - DIST 12|OMAHA SCHOOL BOARD - DIST 12|OMAHA
08CAC01202|10/21/2008|08FIS11323|MAHLOCH|GREG||0|OMAHA SCHOOL BOARD - DIST 04|OMAHA SCHOOL BOARD - DIST 04|OMAHA
08CAC01229|10/24/2008|08FIS11326|BEGLEY|JIM ||0|LEARNING COMMUNITY #03|LEARNING COMMUNITY #03|OMAHA
12CAC01635|03/20/2012|08FIS11326|BEGLEY|JIM ||0|AT LARGE|AT LARGE|METROPOLITAN UTILITIES DISTRICT
08CAC01231|10/24/2008|08FIS11327|BRADLEY|LARRY (DO NOT USE)||0|SUBDISTRICT #03|SUBDISTRICT #03|NATURAL RESOURCE DISTRICT
16CAC02274|10/20/2016|08FIS11327|BRADLEY|LARRY (DO NOT USE)||0|SUBDISTRICT #03|SUBDISTRICT #03|NATURAL RESOURCE DISTRICT
08CAC01251|11/03/2008|08FIS11329|MELOTZ|SHAWN  MOHR||0|SUBDISTRICT #05|SUBDISTRICT #05|NATURAL RESOURCE DISTRICT
13CAC01825|09/05/2013|06FIS10703|HUGHES|DANIEL|J|0|44|44|LEGISLATURE
06CAC00991|10/30/2006|06FIS10755|FRIPP|GREGORY||0|BELLEVUE SCHOOL BOARD|BELLEVUE SCHOOL BOARD|BELLEVUE
06CAC01007|12/06/2006|06FIS10764|CRONK|LYNN|R|0|SCHOOL BOARD DISTRICT #02|SCHOOL BOARD DISTRICT #02|GRAND ISLAND
11CAC01586|06/30/2011|06FIS10767|FULTON|ANTHONY|W|0|29|29|LEGISLATURE
09CAC01383|09/16/2009|06FIS10767|FULTON|ANTHONY|W|0|STATE TREASURER|STATE TREASURER|STATE TREASURER
06CAC01009|12/15/2006|06FIS10768|SPATZ|JOHN |C|0|CITY COUNCIL DISTRICT #04|CITY COUNCIL DISTRICT #04|LINCOLN
07CAC01018|02/20/2007|07FIS10792|ERICKSON|JOHN|O|0|CITY COUNCIL DISTRICT #03|CITY COUNCIL DISTRICT #03|LINCOLN
07CAC01047|12/21/2007|07FIS10915|GESCHWENDER|KURT|L|0|13|13|LEGISLATURE
08CAC01078|01/01/1900|07FIS10916|GARWOOD|DOUGLAS |R|0|17|17|LEGISLATURE
08CAC01096|03/04/2008|07FIS10931|LAUTENBAUGH|SCOTT|A|0|18|18|LEGISLATURE
07CAC01052|12/07/2007|07FIS10943|GLOOR|MICHAEL|R|0|35|35|LEGISLATURE
07CAC01058|12/12/2007|07FIS10951|EUREK|PAUL||0|41|41|LEGISLATURE
07CAC01063|12/19/2007|07FIS10952|MELLO|HEATH||0|05|05|LEGISLATURE
16CAC02209|08/23/2016|07FIS10952|MELLO|HEATH||0|MAYOR|MAYOR|OMAHA
17IRC00536|04/14/2017|07FIS10952|MELLO|HEATH||1|MAYOR|MAYOR|OMAHA
07CAC01060|12/14/2007|07FIS10953|SOPER|TAMI|C|0|21|21|LEGISLATURE
07CAC01061|12/17/2007|07FIS10954|COOK|TANYA|D|0|13|13|LEGISLATURE
15CAC02099|10/15/2015|08FIS10970|MICHELS|DALE|E|0|25|25|LEGISLATURE
08CAC01088|02/19/2008|08FIS10983|CASEY|JACQUELINE|M|0|13|13|LEGISLATURE
08CAC01134|04/28/2008|08FIS10987|HUGHES|MARVIN|E|0|33|33|LEGISLATURE
12CAC01753|11/29/2012|08FIS10987|HUGHES|MARVIN|E|0|33|33|LEGISLATURE
08CAC01089|02/19/2008|08FIS11036|HAAR|KENNETH|W|0|21|21|LEGISLATURE
08CAC01193|09/17/2008|08FIS11035|WALTER|KENNETH|A|0|COUNTY SUPERVISOR DISTRICT #01|COUNTY SUPERVISOR DISTRICT #01|DODGE
08CAC01092|02/22/2008|08FIS11044|ROSSEN|MATT||0|HASTINGS MAYOR|HASTINGS MAYOR|HASTINGS
13CAC01783|04/15/2013|08FIS11321|AL-AMIN|TARIQ  2X ||0|COUNTY COMMISSIONER DIST. #03|COUNTY COMMISSIONER DIST. #03|DOUGLAS
08CAC01253|11/05/2008|08FIS11330|VOLCEK|CHARLES (CHIP)||0|MAYOR|MAYOR|NORTH PLATTE
12CAC01631|03/14/2012|09FIS11462|COPPLE|DAVID|E|0|03|03|BOARD OF REGENTS
06CAC00770|01/10/2006|06FIS10619|GRAHAM|PAUL|L|0|COUNTY SHERIFF|COUNTY SHERIFF|HAMILTON
06CAC00963|10/10/2006|06FIS10748|UHE|FRED|J|0|AT LARGE|AT LARGE|METROPOLITAN COMMUNITY COLLEGE
06CAC00891|10/24/2006|06FIS10753|BEGLEY|MARY|K|0|AT LARGE|AT LARGE|METROPOLITAN UTILITIES DISTRICT
08CAC01091|02/20/2008|07FIS10917|NEUHAUS|GREGORY|M|0|35|35|LEGISLATURE
16CAC02140|03/21/2016|07FIS10917|NEUHAUS|GREGORY|M|0|35|35|LEGISLATURE
08CAC01069|01/08/2008|07FIS10940|SULLIVAN|KATHLEEN|A|0|41|41|LEGISLATURE
08CAC01081|01/30/2008|08FIS10973|LORENZEN|CARL|A|0|18|18|LEGISLATURE
10CAC01411|03/30/2010|08FIS10973|LORENZEN|CARL|A|0|18|18|LEGISLATURE
18CAC02466|05/11/2018|08FIS11063|SYNOVEC|TERRY|L|0|COUNTY SUPERVISOR DISTRICT #01|COUNTY SUPERVISOR DISTRICT #01|DODGE
08CAC01131|04/16/2008|08FIS11253|CHANG|LORRAINE||0|LEARNING COMMUNITY #03|LEARNING COMMUNITY #03|OMAHA
08CAC01117|06/18/2008|08FIS11266|ANDERSON|JEFF||0|03|03|METRO TECH COMMUNITY COLLEGE
09CAC01358|01/14/2009|08FIS11338|CHLOPEK|JERRY|L|0|DIRECTOR|DIRECTOR|NEBRASKA PUBLIC POWER DISTRICT
14CAC01872|02/18/2014|08FIS11341|BUESCHER|BRIAN||0|ATTORNEY GENERAL|ATTORNEY GENERAL|ATTORNEY GENERAL
08CAC01319|12/18/2008|08FIS11341|BUESCHER|BRIAN||0|CITY COUNCIL DISTRICT #03|CITY COUNCIL DISTRICT #03|OMAHA
08CAC01321|12/24/2008|08FIS11344|SNYDER|JAYNE||0|CITY COUNCIL AT LARGE|CITY COUNCIL AT LARGE|LINCOLN
13CAC01769|03/05/2013|09FIS11390|HUNTER|BRUCE|D|0|CITY COUNCIL DISTRICT #02|CITY COUNCIL DISTRICT #02|OMAHA
06CAC00853|04/11/2006|06FIS10429|NELSON|JOHN|E|0|06|06|LEGISLATURE
06CAC00896|05/12/2006|06FIS10430|OWEN|PATRICIA|A|0|COUNTY CLERK|COUNTY CLERK|LANCASTER
16CAC02138|03/16/2016|06FIS10441|MCGILL JOHNSON|AMANDA|M|0|MILLARD SCHOOL BOARD|MILLARD SCHOOL BOARD|OMAHA
06CAC00807|03/17/2006|06FIS10441|MCGILL JOHNSON|AMANDA|M|0|26|26|LEGISLATURE
14CAC01856|01/13/2014|06FIS10441|MCGILL JOHNSON|AMANDA|M|0|AUDITOR OF PUBLIC ACCOUNTS|AUDITOR OF PUBLIC ACCOUNTS|AUDITOR OF PUBLIC ACCOUNTS
14CAC01856|01/13/2014|06FIS10441|MCGILL JOHNSON|AMANDA|M|0|AUDITOR OF PUBLIC ACCOUNTS|AUDITOR OF PUBLIC ACCOUNTS|AUDITOR OF PUBLIC ACCOUNTS
10CAC01503|10/26/2010|06FIS10442|BARNARD|GARY|A|0|COUNTY SUPERVISOR DISTRICT #03|COUNTY SUPERVISOR DISTRICT #03|GAGE
06CAC00948|09/22/2006|06FIS10442|BARNARD|GARY|A|0|COUNTY SUPERVISOR DISTRICT #03|COUNTY SUPERVISOR DISTRICT #03|GAGE
06CAC00825|04/03/2006|06FIS10457|MCGOVERN|DANIEL|E|0|COUNTY SHERIFF|COUNTY SHERIFF|DOUGLAS
06CAC00812|03/23/2006|06FIS10460|SWANSON|ROBERT|A|0|28|28|LEGISLATURE
06CAC00894|05/04/2006|06FIS10474|WIMBERLY|ROBERT|W|0|10|10|LEGISLATURE
06CAC00876|05/01/2006|06FIS10479|HAFER|JANA|N|0|30|30|LEGISLATURE
06CAC00805|03/17/2006|06FIS10485|COMSTOCK|JOHN|C|0|08|08|LEGISLATURE
10CAC01415|03/19/2010|07FIS10800|MOSER|MICHAEL|L|0|22|22|LEGISLATURE
