Committee ID Number|Committee Name|Committee Address|Committee City|Committee State|Committee Zip|Committee Type|Date Received|Postmark Date|Nature Of Filing|Ballot Question|Oppose Ballot Question|Ballot Type|Date over Theshold|Acronym|Separate Seg Political Fund ID|Separate Segregated Political Fund Name|SSPF Address|SSPF City|SSPF State|SSPF Zip|SSPF Type|Date Dissolved|Date of Next Election|Election Type|Won General|Won Primary
10CAC01467|BARBARA WOHLERS FOR CASS COUNTY CLERK (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68510|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|G||
07CAC01028|BARNEY HELTON AIRPORT AUTHORITY  (NOT REGISTERED)|NOT REGISTERED|LINCOLN|NE|68507|C|01/01/1900|01/01/1900|I||||01/01/1900||||||||||04/03/2007|||
08CAC01108|BARRIENTOS-PATLAN FOR LEGISLATURE (DISSOLVED)|3305 E STREET|OMAHA|NE|68107|C|04/04/2008|04/04/2008|I||||03/26/2008|||||||||03/18/2009|11/08/2008|G||1
08CAC01189|BARRY DEJONG FOR SCHOOL BOARD|603 OAK RIDGE ROAD|PAPILLION|NE|68046|C|09/10/2008|09/09/2008|I||||09/03/2008|||||||||01/10/2013|11/04/2008|G||
14CAC02027|BARRY DEKAY CAMPAIGN FUND|51228 896 RD |NIOBRARA|NE|68760|C|11/07/2014|11/05/2014|I||||10/31/2014|||||||||03/22/2017|11/04/2014|G|1|
99CAC00465|BARRY LARSON FOR MUD|6060 WENNINGHOFF ROAD|OMAHA|NE|68134|C|04/13/2000|04/12/2000|I||0|I|04/11/2000||99IRC00109||||||R|07/26/2000|05/09/2000|P|0|0
06CAC00898|BARRY RICHARDS FOR GOVERNOR (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|HAYES CENTER|NE|69032|C|05/16/2006||||||12/31/9999|||||||||||||
99CAC00148|BART BONN FOR SARPY COUNTY COMMISSIONER|2613 Blackhawk Drive,|BELLEVUE|NE|68123|C|04/04/1996|04/04/1996|I||0|I|04/04/1996|       |          |||||||07/13/1999|11/04/1996|G|0|0
99CAC00026|BATAILLON FOR LT. GOVERNOR (DISSOLVED)|317 S. HAPPY HOLLOW BLVD.,|OMAHA|NE|68132|C|03/06/1998|03/06/1998|I||0|I|03/06/1998|       |          |||||||12/20/1999|05/04/1998|P|0|0
99CAC00505|BAUER FOR EDUCATION (DISSOLVED)|1718 SOUTH 181ST STREET|OMAHA|NE|68130|C|09/22/2000|09/22/2000|I||0|I|09/12/2000||99IRC00160||||||R|07/02/2001|11/07/2000|G|0|1
99CAC00641|BECK FOR CITY COUNCIL|524 SAILSIDE DR|LINCOLN|NE|68528|C|03/10/2003|03/10/2003|I||0|I|03/03/2003|||||||||01/31/2007|04/08/2003|P||
14CAC01940|BECKY BORYCA FOR CLERK OF THE DISTRICT COURT|120 WEST 17TH|COZAD|NE|69130|C|05/05/2014|05/02/2014|I||||04/28/2014||||||||||05/13/2014|P||
08CAC01229|BEGLEY (JIM) FOR LEARNING COMMUNITY (DISSOLVED)|15387 NICHOLAS|OMAHA|NE|68154|C|10/24/2008|10/24/2008|I||||10/21/2008|||||||||02/09/2009|11/04/2008|G||
99CAC00483|BEGLEY FOR MUD BOARD (DISSOLVED)|123 ANYWHERE|LINCOLN|NE|68504|C|01/01/1978|01/01/1978|I||0|I|01/01/1978||99IRC00129||||||R|01/01/1978|05/09/2000|P|0|0
17BQC00450|BELIEVE IN GERING SCHOOLS COMMITTEE |1765 21ST STREET|GERING|NE|69341|B|01/27/2017|01/25/2017|I|$24M Bond to renovate and add on to gering high school||F|01/24/2017|||||||||06/26/2017|03/14/2017|P||
05CAC00756|BELLEVUE CITIZENS FOR BLOOD|2812 JACK PINE STREET|BELLEVUE|NE|68123|C|11/22/2005|11/22/2005|I||||11/22/2005|||||||||10/10/2007|05/09/2006|P||
16BQC00441|BELLEVUE ECONOMIC ENHANCEMENT FOUNDATION (NOT REG)|NOT REGISTERED|BELLEVUE|NE|68005|B|01/01/1900||||||01/01/1900|||||||||||||
13BQC00330|BELLEVUE PROPOSITION 1 (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|PAPILLION|NE|68046|B|01/18/2013|||to increase sales tax by one half percent|0||12/31/9999|||||||||||||
08CAC01166|BEN ENGLISH FOR LEGISLATURE (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68508|C|01/01/1900|01/01/1900|I||||08/15/2008||||||||||01/01/2008|G||
14CAC01942|BEN GOTSCHALL FOR NPPD|6505 WEST DAVEY ROAD|RAYMOND|NE|68428|C|05/05/2014|05/05/2014|I|||O|05/02/2014|||||||||03/12/2018|05/13/2014|P||
09CAC01361|BEN GRAY FOR CITY COUNCIL|6946 NORTH 54TH STREET|OMAHA|NE|68152|C|02/05/2009|01/26/2009|I||||01/06/2009||||||||||04/04/2017|P||
18CAC02377|BEN HANSEN FOR LEGISLATURE|540 S. 17TH STREET|BLAIR|NE|68008|C|02/08/2018|02/06/2018|I||||02/13/2018||||||||||05/14/2018|P||
18CAC02415|BEN JUSTMAN FOR SARPY COUNTY BOARD - NR|322 S. HARRISON|PAPILLION|NE|68046|C|01/01/1900|01/01/1900|I||||01/01/1900||||||||||05/15/2018|||
06CAC00978|BEN LOOMIS FOR MRNRD BOARD|NOT A REGISTERED COMMITTEE|MILLER|NE|68858|C|10/19/2006|10/19/2006|I||||12/31/9999||||||||||11/07/2006|||
99CAC00290|BEN NELSON FOR GOVERNOR (DISSOLVED)|12357 CUMING STREET,|OMAHA|NE|68154|C|10/30/1989|10/30/1989|I||0|I|10/30/1989|||||||||06/10/2002|11/08/1994|G||1
16CAC02201|BEN PERLMAN FOR OPS |4902 CALIFORNIA #1|OMAHA|NE|68132|C|07/13/0016|07/11/2016|I||||07/09/2016||||||||||11/08/2016|G||
10CAC01536|BEN PREIS FOR RALSTON CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68127|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|G||
99CAC00669|BEN THOMPSON FOR LEGISLATURE|14301 FNB PKWY STE 100|OMAHA|NE|68154|C|03/30/2004|03/29/2004|I||0|I|05/29/2004||99IRC00383||||||R|01/01/1900|11/02/2004|G|0|1
15CAC02110|BENGTSON FOR LEGISLATURE (DISSOLVED 8-3-2017)|520 CARDINAL DRIVE|SOUTH SIOUX CITY|NE|68776|C|11/13/2015|11/11/2015|I||||11/09/2015|||||||||08/03/2017|11/04/2016|G||1
99CAC00028|BENNETT FOR GOVERNOR|3804 CENTRAL AVE|KEARNEY|NE|68847|C|10/17/1997|10/17/1997|I||0|I|10/17/1997|       |          |||||||05/01/2002|05/04/2002|P|0|0
17CAC02302|BENNIE SHOBE FOR LINCOLN CITY COUNCIL|1840 B STREET|LINCOLN|NE|68502|C|03/06/2017|03/06/2017|I||||02/02/2017||||||||||04/04/2017|P||
07IRC00478|BENNINGTON ABC COMMITTEE ( FOR BOND ISSUE) |NOT A REGISTERED COMMITTEE|BENNINGTON|NE|68007|R|05/01/2007|04/30/2007|I||||04/30/2007|||||||||||||
06CAC00917|BERNARD WOOD FOR LEGISLATURE #44 (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|CAMBRIDGE|NE|69022|C|05/16/2006||||||12/31/9999|||||||||||||
99CAC00160|BERNBECK FOR SECRETARY OF STATE|4625 Colfax Circle,|LINCOLN|NE|68504|C|03/25/1998|03/25/1998|I||0|I|03/25/1998|       |          |||||||01/27/1999|05/04/1998|P|0|0
18CAC02541|BERNEAL WARNER FOR NPPD (NOT REGISTERE)|NOT REGISTERED|LINCOLN|NE|68508|C|01/01/1900||||||01/01/1900|||||||||||||
15CAC02098|BERT MEHRER FOR MUD|POB 642266|OMAHA|NE|68164|C|09/21/2015|09/18/2015|I||||09/16/2015|||||||||07/21/2016|05/10/2016|P||
14CAC01891|BETH MORRISSETTEE FOR WESTSIDE SCHOOL BOARD (NR)|2921 SOUTH 102ND STREET|OMAHA|NE|68124|C|01/01/1900|01/01/1900|I||||01/01/1900||||||||||05/13/2014|P||
07BQC00162|BETTER NEBRASKA ASSOCIATION (NOT REGISTERED)|4901 G STREET|OMAHA|NE|68117|B|07/31/2007|07/30/2007|I||||07/29/2007|||||||||||||
16BQC00439|BETTER TOGETHER|205 S 11TH STREET|TEKAMAH|NE|68061|B|08/22/2016|08/19/2016|I|Tekamah-Herman/Oakland-Craig School Bond|0|O|01/01/1900|||||||||08/18/2017|11/08/2016|G||
99CAC00693|BETTGER FOR COUNCIL|673 N. 57TH STREET|OMAHA|NE|68132|C|07/08/2004|07/08/2004|I||0|I|07/03/2004|||||||||01/28/2014|04/05/2005|P||
10CAC01537|BETTY WILLMER FOR VALLEY CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|VALLEY|NE|68064|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|G||
99CAC00145|BEUTLER FOR GOVERNOR (DISSOLVED)|7021 FERNHILL PLACE|LINCOLN|NE|68516|C|01/16/1986|01/16/1986|I||0|I|01/16/1986|||||||||04/13/2017|05/04/2006|P||
99CAC00029|BEUTLER FOR LEGISLATURE (DISSOLVED)|3315 &#39;M&#39; STREET,|LINCOLN|NE|68510|C|12/04/1989|12/04/1989|I||0|I|12/04/1989|       |          |||||||03/14/2003|11/05/2002|G|1|1
16CAC02125|BILL ARMBRUST FOR LEGISLATURE |8606 N 216|ELKHORN|NE|68022|C|03/11/2016|03/09/2016|I||||03/06/2016|||||||||02/05/2018|11/04/2016|G||1
14CAC01998|BILL AVERY FOR COUNTY COMMISSIONER (NR)|1925 E STREET|LINCOLN|NE|68510|C|01/01/1900|01/01/1900|I||||01/01/1900||||||||||11/04/2014|||
14CAC02000|BILL EDWARDS FOR DENTON VILLAGE BOARD (NR)||LINCOLN|NE|68509|C|01/01/1900|01/01/1900|I||||01/01/1900||||||||||11/04/2014|||
12CAC01607|BILL FORSEE FOR MCC (NOT REGISTERED)|4942 GREENE AVE|BELLEVUE|NE|68157|C|01/13/2012||||||12/31/9999|||||||||||||
08CAC01303|BILL GESS FOR PAPILLION SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|DANBURY|NE|69026|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||01/01/2008|P||
14CAC01905|BILL HENRY FOR LINCOLN COUNTY COMMISSIONER #3(DISS|9520 SOUTH SIERRA DRIVE|NORTH PLATTE|NE|69101|C|04/14/2014|04/14/2014|I||||01/01/1900|||||||||01/11/2016|05/13/2014|P||
16CAC02271|BILL HOYT FOR NPPD #4 (NOT A REGISTERED COMMITTEE)|NOT A REGISTERED COMMITTEE|MCCOOK|NE|69001|C|12/31/9999|12/31/9999|I||||12/31/9999|||||||||||||
16CAC02189|BILL POSPICHAL FOR NRD|20915 WEST CENTER ROAD |ELKHORN|NE|68022|C|05/11/2016|05/09/2016|I||||01/01/2016|||||||||02/16/2017|05/10/2016|||
16CAC02136|BILL RHEA JR FOR PAPIO NRD BOARD|5987 MCCALL LAND|ARLINGTON|NE|68002|C|03/11/2016|03/09/2016|I||||01/01/1900|||||||||05/22/2017|05/10/2016|||
12CAC01676|BILL RICHARDS FOR CITY COUNCIL (DISSOLVED)|409 MARTIN DRIVE|BELLEVUE|NE|68005|C|04/26/2012||I||||04/18/2012|||||||||01/20/2015|05/15/2012|P||
06CAC00998|BILL ROHDE FOR COUNTY COMM (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|MILLER|NE|68858|C|11/03/2006||I||||12/31/9999|||||||||||||
16BQC00433|BLAIR SCHOOL BOND COMMITTEE - NOT REGISTERED|POB 248|BLAIR|NE|68008|B|01/01/1900|01/01/1900|I||||01/01/1900||||||||||05/10/2016|P||
99CAC00146|BLANKENSHIP FOR COUNCIL COMMITTEE (DISSOLVED)|2100 AVENUE A,|KEARNEY|NE|68847|C|04/15/1996|04/15/1996|I||0|I|04/15/1996|||||||||12/30/2004|11/02/2000|P||
99CAC00673|BLAZEK FOR OPPD BOARD|16646 HOWARD CIRCLE|OMAHA|NE|68118|C|04/12/2004|04/09/2004|I||0|I|03/29/2004|||||||||02/01/2007|11/02/2004|G||1
09BQC00239|BLUEJAY BOND COMMITTEE (NOT REGISTERED)|636 N. 23RD STREET|ASHLAND|NE|68003|B|06/08/2009|06/08/2009|I||||01/01/2009||||||||||05/04/2009|||
08CAC01186|BLUMENTHAL FOR CITY COUNCIL (DISSOLVED)|3303 S. 165TH AVE|OMAHA|NE|68130|C|09/08/2008|09/05/2008|I||||09/04/2008|||||||||11/15/2013|04/07/2009|P||
16CAC02263|BOB BRUHN BENNINGTON BOARD OF ED (NR)|NOT REGISTERED|ZIP NOT VALID|NE|00000|C|10/11/2999|10/11/2999|I|||O|12/31/2999||||||||||11/08/2999|||
99CAC00407|BOB DICKEY FOR LEGISLATURE|87081 HWY 20|LAUREL|NE|68745|C|05/20/1999|05/20/1999|I||0|I|05/13/1999||99IRC00025||||||R|01/16/2002|11/07/2000|G|0|1
07CAC01034|BOB EVNEN FOR NEBRASKA (NOW SOS)|3145 SOUTH 31TH STREET|LINCOLN|NE|68502|C|06/22/2016|06/20/2016|I|||O|08/20/2007|||||||||01/01/2017|05/13/2008|P||
18CAC02448|BOB EVNEN FOR NEBRASKA (SOS 2018)|3145 SOUTH 31ST STREET|LINCOLN|NE|68502|C|04/26/2018|04/26/2018|I||||08/20/2007||||||||||05/15/2018|P||
16CAC02280|BOB FEIT FOR SCC BOARD - NOT REGISTERED|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68508|C|01/01/1900|01/01/1900|I||||01/01/1900||||||||||11/08/2016|G||
09CAC01380|BOB KRIST FOR LEGISLATURE(NOW KRIST FOR NEBRASKA|7365 N 122ND AVENUE CIRCLE|OMAHA|NE|68142|C|09/11/2009|09/11/2009|I||||09/04/2009|||||||||09/12/2017|11/04/2014|G||1
10CAC01504|BOB LAMMERS FOR CITY COUNCIL (DISSOLVED)|2033 CENTRAL AVENUE, BOX 1775|KEARNEY|NE|68848|C|10/26/2010|10/25/2010|I||||10/25/2010|||||||||01/23/2012|11/02/2010|G||
07CAC01036|BOB MEYER FOR CITY COUNCIL (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|GRAND ISLAND|NE|68801|C|10/30/2006||I||||12/31/9999|||||||||||||
99CAC00007|BOB STEPHENS FOR CITY COUNCIL|1542 SOUTH 1ST STREET|LINCOLN|NE|68502|C|01/26/1999|01/25/1999|I||0|I|01/13/1999|       |          |||||||10/19/1999|04/06/1999|P|0|0
18CAC02515|BOB STINSON BELLEVUE CITY COUNCIL (NOT REG)|NOT REGISTERED|BELLEVUE|NE|68123|C|01/01/1900||||||01/01/1900|||||||||||||
08CAC01293|BOB STUBBE FOR PAPILLION CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68525|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||01/01/2008|P||
10CAC01431|BOB TIEMANN FOR LEGISLATURE 2010 (DISSOLVED)|2401 CENTENNIAL DRIVE|BEATRICE|NE|68310|C|04/27/2010|04/26/2010|I||||04/24/2010|||||||||07/15/2010|05/11/2010|P||
14CAC01884|BOB TIEMANN FOR LEGISLATURE 2014 (DISSOLVED)|110 REGENCY DRIVE|BEATRICE|NE|68310|C|03/21/2014|03/20/2014|I||||03/19/2014|||||||||05/28/2015|11/04/2014|G||1
14CAC01981|BOB TWISS ESU ((NOT REGISTERED))|433 SHERWOOD DRIVE|GRETNA|NE|68028|C|01/01/1900||||||01/01/1900|||||||||||||
99CAC00339|BOB TWISS FOR LEGISLATURE (DISSOLVED)|433 SHERWOOD DRIVE,|GRETNA|NE|68028|C|03/16/1992|03/16/1992|I||0|I|03/16/1992|||||||||01/28/2008|05/04/2000|P||
99CAC00368|BOB TWISS FOR OPPD COMMITTEE|433 Sherwood Drive,|GRETNA|NE|68028|C|10/23/1998|10/22/1998|I||0|I|10/23/1998|||||||||02/04/2019|05/04/2002|G||
14CAC01923|BOB VAN VALKENBURG FOR LEGISLATURE-NR|NOT REGISTERED |LINCOLN|NE|68505|C|12/31/9999|12/31/9999|||||12/31/9999|||||||||||||
99CAC00307|BOB WICKERSHAM FOR LEGISLATURE (DISSOLVED)|355 MAIN STREET,|CHADRON|NE|69337|C|02/27/1991|02/27/1991|I||0|I|02/27/1991|       |          |||||||02/04/2003|11/07/2000|G|1|1
11CAC01575|BOBBI FOR COUNCIL|3140 O STREET, SUITE 205; PO BOX 80052|LINCOLN|NE|68501|C|03/25/2011|03/25/2011|I||||03/23/2011|||||||||07/11/2014|04/05/2011|P||
99CAC00147|BOHLKE FOR LEGISLATURE|11 VILLAGE DR|HASTINGS|NE|68901|C|10/07/1991|10/07/1991|I||0|I|10/07/1991|       |          |||||||11/25/2003|05/04/1996|G|1|1
99CAC00697|BOLES FOR COMMISIONER|1201 O ST STE 301|LINCOLN|NE|68508|C|09/14/2004|09/14/2004|I||0|I|09/14/2004|||||||||08/19/2005|11/02/2004|G||
11CAC01596|BOLZ FOR LEGISLATURE|4401 CALVERT STREET|LINCOLN|NE|68506|C|10/24/2011|10/19/2011|I||||01/01/1900||||||||||11/04/2016|G|1|1
06CAC00801|BOND FOR LEGISLATURE|12181 'A' STREET, PO BOX 707|AVOCA|NE|68307|C|03/09/2006|03/08/2006|I||||03/07/2006|||||||||12/31/2006|05/09/2006|P||
12BQC00316|BOND ISSUE PROMOTION COMMITTEE (NOT REGISTERED)|103 NORTH PARK|OAKLAND|NE|68045|B|01/01/1900|01/01/1900|I||||01/01/1900||||||||||01/01/1900|||
99CAC00023|BONNIE ARNOLD FOR CLERK OF DISTRICT COURT|1612 Windsor Place,|GRAND ISLAND|NE|68801|C|03/13/1998|03/13/1998|I||0| |03/13/1998|       |          |||||||10/13/1998|05/04/1998|P|0|0
16CAC02256|BONNIE BEVINGTON VALLEY CITY COUNCIL (NR)|NOT REGISTERED|ZIP NOT VALID|NE|00000|C|10/11/2999|10/11/2999|I|||O|12/31/2999||||||||||11/08/2999|||
15CAC02075|BORCHERS FOR LEGISLATURE|19264 SHIRLEY ST|OMAHA|NE|68130|C|03/19/2015|03/17/2015|I||||03/16/2015|||||||||02/21/2017|05/10/2016|P||
17CAC02343|BORGESON FOR LEGISLATURE (NOT REGISTERED)|NOT REGISTERED|OMAHA|NE|68137|C|01/01/1900||||||01/01/1900|||||||||||||
10CAC01451|BOSSHARDT FOR LEGISLATURE (NOT REGISTERED)|26485 COUNTY ROAD 28|ARLINGTON|NE|68002|C|01/01/1999|01/01/1999|||||01/01/1999||||||||||05/11/2010|||
16CAC02146|BOSTELMAN FOR LEGISLATURE|3049 W ROAD|BRAINARD|NE|68626|C|04/06/2016|04/04/2016|I||||03/30/2016||||||||||11/06/2016|G|1|1
09CAC01372|BOSWELL BOARD OF EDUCATION (DISSOLVED)|5000 SOUTH 63RD STREET|LINCOLN|NE|68516|C|04/15/2009|04/14/2009|I||||04/13/2009|||||||||01/25/2012|05/05/2009|G||
13CAC01765|BOSWELL FOR SCHOOL BOARD|5000 SOUTH 63RD ST|LINCOLN|NE|68516|C|01/29/2013|01/28/2013|I||||01/25/2013||||||||||04/04/2017|P||
09CAC01385|BOUCHER FOR COUNTY ATTORNEY|5555 S. 27TH, SUITE A|LINCOLN|NE|68512|C|10/08/2009|10/07/2009|I||||10/10/2009|||||||||01/02/2013|05/11/2010|P||
99CAC00033|BOURNE FOR LEGISLATURE|15656 JACKSON DRIVE|OMAHA|NE|68118|C|03/27/1998|03/27/1998|I||0|I|03/27/1998|||||||||02/02/2007|11/05/2002|G|1|1
08CAC01139|BOWMAN FOR LEGISLATURE (DISSOLVED)|305 W. 17TH STREET|SOUTH SIOUX CITY|NE|68776|C|05/12/2008|05/09/2008|I||||05/10/2008|||||||||06/23/2008|05/13/2008|P||
99PPC00005|BOX BUTTE COUNTY DEMOCRATS|1232 West 14th Street, #12,|ALLIANCE|NE|69301|T|10/16/1986|10/16/1986|I||0|I|10/16/1986|       |          |||||||11/08/1999|05/08/1999|P|0|0
99PPC00006|BOYD COUNTY DEMOCRATIC COMMITTEE|RR 2, Box 37,|SPENCER|NE|68777|T|07/07/1978|07/07/1978|I||0|I|07/07/1978|       |          |||||||12/06/1999|05/04/1998|P|0|0
99PPC00007|BOYD COUNTY REPUBLICAN PARTY (DISSOLVED)|RR 2, BOX 83,|SPENCER|NE|68777|T|09/02/1977|09/02/1977|I||0|I|09/02/1977|       |          |||||||05/15/2002|05/04/2000|P|0|0
15CAC02041|BRAD ASHBY FOR METRO CC BOARD (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68114|C|12/31/9999||||||12/31/9999|||||||||||||
16CAC02196|BRAD ASHBY OPPD - 5 (NOT REGISTERED)|NOT REGISTERED|OMAHA|NE|68114|C|01/01/1900||||||01/01/1900|||||||||||||
10CAC01401|BRAD BURWELL FOR MILLARD SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68117|C|01/01/0001||||||12/31/9999|||||||||||||
14CAC02020|BRAD GRIER CAMPAIGN(NOT REGISTERED)|NOT A REGISTERED COMMITTEE|SOUTH SIOUX CITY|NE|68776|C|10/29/2014||||||12/31/9999|||||||||||||
15CAC02073|BRAD HULSE 4 LINCOLN AIRPORT AUTH. (NOT REGISTERED|8231 BEECHWOOD DRIVE|LINCOLN|NE|68510|C|12/31/9999||||||12/31/9999|||||||||||||
99CAC00564|BRAD KUIPER FOR STATE TREASURER (DISSOLVED)|405 DEVONSHIRE DR|GRETNA|NE|68028|C|09/25/2001|09/25/2001|I||0|I|09/25/2001||99IRC00244||||||R|04/17/2003|05/14/2002|P|0|0
10CAC01540|BRAD RENTER FOR BENNINGTON BOARD OF ED (NR)|NOT A REGISTERED COMMITTEE|BENNINGTON|NE|68007|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|G||
18CAC02558|BRAD RUZICKA FOR BENNET VILLAGE BOARD (NOT REGIST|NOT REGISTERED|BENNET|NE|68317|C|01/01/1900||||||01/01/1900|||||||||||||
19CAC02588|BRADLEY EKWEREKWU FOR LEARNING COMMUNITY (NOT REG|NOT REGISTERED|LINCOLN|NE|68501|C|01/01/1900||||||01/01/1900|||||||||||||
10CAC01397|BRADLEY FOR NEBRASKA LEGISLATURE (DISSOLVED)|6068 COUNTRY CLUB OAKS PLACE|OMAHA|NE|68152|C|01/14/2010|01/14/2010|I||||01/06/2010|||||||||09/10/2010|05/11/2010|P||
18CAC02369|BRADLEY FOR REGENT|6068 COUNTRY CLUB OAKS PLACE|OMAHA|NE|68152|C|01/18/2018|01/18/2018|I||||01/16/2018|||||||||06/11/2019|05/15/2018|P||
18CAC02534|BRAN WICHMAN SPRINGFIELD PLATTEVIEW SCHBD (NOT REG|NOT REGISTERED|LA VISTA|NE|68128|C|01/01/1900||||||01/01/1900|||||||||||||
18CAC02544|BRANDIE HUMPHREY FOR WAVERLY SCHOOL BOARD (NOT REG|NOT REGISTERED|WAVERLY|NE|68462|C|01/01/1900||||||01/01/1900|||||||||||||
08CAC01218|BRANDON CLARK FOR LEARNING COUNCIL (NR)|6620 NORTH 77TH STREET|OMAHA|NE|68122|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||11/04/2008|G||
12CAC01737|BRANDON CLARK FOR NRD (NOT REGISTERED)|UNKNOWN|OMAHA|NE|68114|C|01/01/1900|01/01/1900|I||||01/01/1900||||||||||11/06/2012|||
10CAC01452|BRANDON HUNNICUTT FOR LEGISLATURE (DISSOLVED)|609 S. G RD|GILTNER|NE|68841|C|05/10/2010|05/10/2010|||||05/07/2010|||||||||09/20/2011|05/11/2010|P||1
19CAC02624|BRANDON KELLIHER FOR NORTH PLATTE MAYOR|PO BOX 796 |NORTH PLATTE|NE|69103|C|04/18/2019|04/16/2019|I||||08/06/2019||||||||||11/03/2020|G||
10CAC01458|BRANDT FOR COUNTY COMMISSIONER (DISSOLVED)|1023 TEKAMAH LANE|PAPILLION|NE|68046|C|05/07/2010|05/06/2010|I||||04/15/2010|||||||||01/04/2011|05/11/2010|P||
18CAC02392|BRANDT FOR LEGISLATURE|58125 HWY 4|PLYMOUTH|NE|68424|C|03/16/2018|03/16/2018|I||||03/16/2018||||||||||05/15/2018|||
99CAC00034|BRANDT FOR MAYOR (DISSOLVED)|1023 TEKAMAH LN|PAPILLION|NE|68046|C|04/13/1998|04/13/1998|I||0|I|04/13/1998|||||||||02/09/2006|11/05/2002|G||1
12CAC01640|BRENDA CARLISLE FOR COUNTY COMMISSIONER|7332 LA VISTA DRIVE|LA VISTA|NE|68128|C|04/02/2012|04/02/2012|I||||03/22/2012|||||||||04/17/2017|05/10/2016|P||
08CAC01252|BRENDA CARLISLE FOR MAYOR OF LA VISTA (NR)|NOT A REGISTERED COMMITTEE|LA VISTA|NE|68128|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||11/01/2008|G||
08CAC01309|BRENDA SHERMAN FOR SOUTH SARPY SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68504|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||01/01/2008|P||
16CAC02249|BRENDA SHERMAN SPRINGFIELD BOARD OF ED (NR)|NOT REGISTERED|ZIP NOT VALID|NE|00000|C|10/11/1999|10/11/1999|I|||O|12/31/2999||||||||||11/08/2999|||
14CAC01886|BRENT KELLY FOR HOLT COUNTY ATTORNEY|303 E DOUGLAS|O NEILL|NE|68763|C|03/26/2014|03/25/2014|I||||03/22/2014||||||||||05/13/2014|P||
08CAC01123|BRENT SMOYER FOR LEGISLATURE (DISSOLVED 2008)||LINCOLN|NE|68502|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||05/13/2008|P||
99CAC00240|BRESLOW COMMITTEE, THE|2900 S. 70TH STREET|LINCOLN|NE|68502|C|07/11/1989|07/11/1989|I||0|I|07/11/1989|       |          |||||||06/12/2003|05/04/2002|P|0|0
99CAC00468|BRESLOW FOR REGENT COMMITTEE|804 LEXINGTON LANE|PAPILLION|NE|68046|C|04/17/2000|04/17/2000|I||0|I|04/12/2000||99IRC00113||||||R|01/11/2002|11/07/2000|G|0|1
06CAC00994|BRETT BULLOCK FOR URNRD (NOT REGISTERED)||MADRID|NE|69150|C|01/01/1900|01/01/1900|||||01/01/1900||||||||||11/07/2006|||
19CAC02597|BRETT KUHN FOR EDUCATIONAL SERVICE UNITY #3 (NR)|NOT REGISTERED|LINCOLN|NE|68501|C|01/01/1900||||||01/01/1900|||||||||||||
18CAC02571|BRIAN ARMSTRONG TWIN PLATTE NATURAL RES DIST-NOT R|NOT REGISTERED|NORTH PLATTE|NE|69101|C|01/01/1900||||||01/01/1900|||||||||||||
16CAC02176|BRIAN E JENSEN BENNINGTON CITY COUNCIL (NR)|NOT REGISTERED|ZIP NOT VALID|NE|00000|C|12/31/1999|12/31/1999|I|||O|12/31/2999|||||||||||||
16CAC02178|BRIAN FITZGERALD BENNINGTON CITY COUNCIL (NR)|NOT REGISTERED|ZIP NOT VALID|NE|00000|C|12/31/1999|12/31/1999|I|||O|12/31/2999|||||||||||||
19CAC02596|BRIAN KAVANAUGH FOR RALSON CITY COUNCIL (NOT REG|NOT REGISTED|LINCOLN|NE|68501|C|01/01/1900||||||01/01/1900|||||||||||||
08CAC01290|BRIAN LIESVELD FOR PAPILLION CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68523|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||01/01/2008|P||
18CAC02528|BRIAN LODES PAPIO LAVISTA SCHOOL BOARD (NOT REG)|NOT REGISTERED|LAVISTA|NE|68147|C|01/01/1900||||||01/01/1900|||||||||||||
