Committee Name|Form ID|Committee ID|Postmark Date|Date Received|Microfilm Number|Recipient Name|Recipient Address|Recipient City|Recipient State|Recipient Zip|Recipient Phone|Expenditure Date|Amount|Candidate ID|Candidate Support/Oppose|Ballot Question ID|Ballot Support/Oppose|Date Last Revised|Last Revised By|Candidate/Ballot Name
NE STATE EDUCATION ASSOCIATION PAC|06CFL002214|99PAC00069|11/07/2006|11/08/2006|0|FIELDWORKS, INC -DUBAS|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|11/06/2006|1576.05|05FIS10037|S |||07/17/2008|nadc06|ANNETTE  DUBAS
NE STATE EDUCATION ASSOCIATION PAC|06CFL002215|99PAC00069|11/07/2006|11/08/2006||FIELDWORKS, INC -KARPISEK|2852 CONNECTICUT AVE  NW|WASHINGTON|DC|20008|2026674400|11/06/2006|1278.32|06FIS10118|S |||07/17/2008|nadc06|RUSSELL J KARPISEK
NE STATE EDUCATION ASSOCIATION PAC|06CFL002216|99PAC00069|11/07/2006|11/08/2006||FIELDWORKS, INC  -WALLMAN|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|11/06/2006|1942.87|05FIS10091|S |||07/17/2008|nadc06|NORMAN T WALLMAN
NE STATE EDUCATION ASSOCIATION PAC|06CFL002217|99PAC00069|11/07/2006|11/08/2006||FIELDWORKS, INC -NANTKES|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|11/06/2006|1826.63|05FIS10057|S |||07/17/2008|nadc06|DANIELLE M CONRAD
NE STATE EDUCATION ASSOCIATION PAC|06CFL002218|99PAC00069|11/07/2006|11/08/2006||FIELDWORKS, INC -ANDERSON|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|11/06/2006|1492.07|05FIS10085|S |||07/17/2008|nadc06|LYNNE S ANDERSON
NE STATE EDUCATION ASSOCIATION PAC|06CFL002219|99PAC00069|11/07/2006|11/08/2006||FIELDWORKS, INC -WHITE|2852 CONNECTICUT AVE  NW|WASHINGTON|DC|20008|2026674400|11/06/2006|2601.25|05FIS10042|S |||07/17/2008|nadc06|THOMAS M WHITE
NE STATE EDUCATION ASSOCIATION PAC|06CFL002220|99PAC00069|11/07/2006|11/08/2006||FIELDWORKS, INC -AVERY|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|11/06/2006|1446.26|05FIS09994|S |||07/17/2008|nadc06|WILLIAM (BILL)  P AVERY
NE STATE EDUCATION ASSOCIATION PAC|06CFL002236|99PAC00069|11/09/2006|11/13/2006||Fieldworks,  Inc. -WHITE|2852 Connecticut Ave. NW|Washington|DC|20008|2026674400|11/07/2006|3176.08|05FIS10042|S |||07/17/2008|nadc06|THOMAS M WHITE
NE STATE EDUCATION ASSOCIATION PAC|08CFL002538|99PAC00069|05/08/2008|05/09/2008|0|Hudson Bay Company -SULLIVAN|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|05/06/2008|3774|07FIS10940|S |||07/17/2008|nadc06|KATHLEEN A SULLIVAN
NE STATE EDUCATION ASSOCIATION PAC|08CFL002539|99PAC00069|05/08/2008|05/09/2008|0|Hudson Bay Company -MOATS|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|05/06/2008|3774|07FIS10930|S |||07/17/2008|nadc06|REX  J MOATS
NE STATE EDUCATION ASSOCIATION PAC|08CFL002540|99PAC00069|05/08/2008|05/09/2008|7770045|Hudson Bay Company -HAAR|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|05/06/2008|1887|08FIS11036|S |||07/18/2008|nadc05|KENNETH W HAAR
NE STATE EDUCATION ASSOCIATION PAC|08CFL002541|99PAC00069|05/08/2008|05/09/2008|0|Hudson Bay Company -NEWELL|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|05/06/2008|3774|99FIS08131|S |||07/17/2008|nadc06|DAVID R NEWELL
NE STATE EDUCATION ASSOCIATION PAC|08CFL002542|99PAC00069|05/08/2008|05/09/2008|0|Hudson Bay Company -KOPPLIN|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|05/06/2008|3774|99FIS09559|S |||07/17/2008|nadc06|GAIL F KOPPLIN
NE STATE EDUCATION ASSOCIATION PAC|08CFL002551|99PAC00069|05/09/2008|05/09/2008|7770046|Hudson Bay Company  -SOPER|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|05/06/2008|1887|07FIS10953|S |||07/18/2008|nadc05|TAMI C SOPER
NE STATE EDUCATION ASSOCIATION PAC|08CFL002576|99PAC00069|05/12/2008|05/13/2008|7770153|Hudson Bay Company -GEORGE|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|05/12/2008|1347.86|08FIS11024|S |||07/17/2008|nadc06|JAMES F GEORGE
NE STATE EDUCATION ASSOCIATION PAC|08CFL002577|99PAC00069|05/12/2008|05/13/2008|7770154|Hudson Bay Company -GLOOR|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|05/12/2008|1347.86|07FIS10943|S |||07/17/2008|nadc06|MICHAEL R GLOOR
NE STATE EDUCATION ASSOCIATION PAC|08CFL002578|99PAC00069|05/12/2008|05/13/2008|7770155|Hudson Bay Company -LORENZEN|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|05/12/2008|1347.86|08FIS10973|S |||07/17/2008|nadc06|CARL A LORENZEN
NE STATE EDUCATION ASSOCIATION PAC|08CFL002579|99PAC00069|05/12/2008|05/13/2008|7770156|Hudson Bay Company -MARVIN|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|05/12/2008|1347.86|99FIS09822|S |||07/17/2008|nadc06|DANIEL K MARVIN
NE STATE EDUCATION ASSOCIATION PAC|08CFL002580|99PAC00069|05/12/2008|05/13/2008|7770157|Hudson Bay Company -MELLO|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|05/12/2008|1347.86|07FIS10952|S |||07/17/2008|nadc06|HEATH  MELLO
NE STATE EDUCATION ASSOCIATION PAC|08CFL002581|99PAC00069|05/12/2008|05/13/2008|7770158|Hudson Bay Company -NORDQUIST|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|05/12/2008|1347.86|07FIS10897|S |||07/17/2008|nadc06|JEREMIAH J NORDQUIST
NE STATE EDUCATION ASSOCIATION PAC|08CFL002582|99PAC00069|05/12/2008|05/13/2008|7770159|Hudson Bay Company -SHOEMAKER|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|05/12/2008|1347.86|08FIS11065|S |||07/17/2008|nadc06|DON   (CHUCK) C SHOEMAKER
NE STATE EDUCATION ASSOCIATION PAC|08CFL002585|99PAC00069|05/14/2008|05/15/2008|7770160|Tyson Organization, Inc. -Elmshaeuser|1000 Macon Street, Ste 300|Fort Worth|TX|76102|8173356444|05/12/2008|598.26|07FIS10937|S |||07/15/2008|nadc05|KARL L ELMSHAEUSER
NE STATE EDUCATION ASSOCIATION PAC|08CFL002586|99PAC00069|05/14/2008|05/15/2008|7770160|Tyson Organization, Inc. -Fehringer|1000 Macon Street, Ste 300|Fort Worth|TX|76102|8173356444|05/12/2008|598.26|99FIS03414|S |||07/15/2008|nadc05|BERNARD G FEHRINGER
NE STATE EDUCATION ASSOCIATION PAC|08CFL002587|99PAC00069|05/14/2008|05/15/2008|7770162|Tyson Organization, Inc. -HAAR|1000 Macon Street, Ste 300|Fort Worth |TX|76102|8173356444|05/12/2008|1243.13|08FIS11036|S |||07/18/2008|nadc05|KENNETH W HAAR
NE STATE EDUCATION ASSOCIATION PAC|08CFL002588|99PAC00069|05/14/2008|05/15/2008|7770163|Hudson Bay Company -Kopplin|941 O Street, Ste 625|Lincoln|NE|68508|4024761010|05/12/2008|1243.13|99FIS09559|S |||07/17/2008|nadc06|GAIL F KOPPLIN
NE STATE EDUCATION ASSOCIATION PAC|08CFL002589|99PAC00069|05/14/2008|05/15/2008|7770164|Hudson Bay Company -MOATS|941 O Street, Ste 625|Lincoln|NE|68508|4024761010|05/12/2008|1243.12|07FIS10930|S |||07/17/2008|nadc06|REX  J MOATS
NE STATE EDUCATION ASSOCIATION PAC|08CFL002590|99PAC00069|05/14/2008|05/15/2008|7770165|Hudson Bay Company -SULLIVAN|941 O Street, Ste 625|Lincoln|NE|68508|4024761010|05/12/2008|1243.12|07FIS10940|S |||07/17/2008|nadc06|KATHLEEN A SULLIVAN
NE STATE EDUCATION ASSOCIATION PAC|08CFL003153|99PAC00069|10/23/2008|10/23/2008|7820234|Clark Creative Services - Sullivan for Legislature|514 So 13th Street|Omaha|NE|68102|4023455800|10/22/2008|7500|07FIS10940|S |||10/29/2008|nadc01|KATHLEEN A SULLIVAN
NE STATE EDUCATION ASSOCIATION PAC|08CFL003154|99PAC00069|10/23/2008|10/23/2008|7820235|Hudson Bay Company - Sullivan for Legislature|2006 1st Avenue N Suite 206 |Anoka|MN|55303|7635958447|10/21/2008|5771.2|07FIS10940|S |||10/29/2008|nadc01|KATHLEEN A SULLIVAN
NE STATE EDUCATION ASSOCIATION PAC|08CFL003157|99PAC00069|10/23/2008|10/24/2008|0|Clark Creative Services - Sullivan for Legislature|514 So 13th Street|Omaha|NE|68102|4023455800|10/22/2008|7500|07FIS10940|S |||10/29/2008|nadc01|KATHLEEN A SULLIVAN
NE STATE EDUCATION ASSOCIATION PAC|08CFL003158|99PAC00069|10/23/2008|10/24/2008|0|Hudson Bay Company - Sullivan for Legislature|2006 1st Avenue N Suite 206|Anoka|MN|55303|7635958447|10/21/2008|5771.2|07FIS10940|S |||10/29/2008|nadc01|KATHLEEN A SULLIVAN
NE STATE EDUCATION ASSOCIATION PAC|08CFL003183|99PAC00069|10/28/2008|10/28/2008|7840036|Clark Creative Services - Sullivan for Legislature|514 south 13th Street|Omaha|NE|68102||10/27/2008|1996.31|07FIS10940|S |||11/04/2008|nadc01|KATHLEEN A SULLIVAN
NE STATE EDUCATION ASSOCIATION PAC|08CFL003215|99PAC00069|10/30/2008|10/31/2008|7840037|Food in the Door, Inc. - Kopplin for Legislature|3901 S. 27th #32|Lincoln|NE|68502||10/30/2008|728|99FIS09559|S |||11/04/2008|nadc01|GAIL F KOPPLIN
NE STATE EDUCATION ASSOCIATION PAC|08CFL003216|99PAC00069|10/30/2008|10/31/2008|7840038|FieldWorks - Kopplin for Legislature|2852 Connecticut Avenue, NW|Washington|DC|20008||10/30/2008|3333.33|99FIS09559|S |||11/04/2008|nadc01|GAIL F KOPPLIN
NE STATE EDUCATION ASSOCIATION PAC|08CFL003217|99PAC00069|10/30/2008|10/31/2008|7840039|FieldWorks - Lorenzen 2008|2852 Connecticut Avenue, NW|Washington|DC|20008||10/30/2008|3333.33|08FIS10973|S |||11/04/2008|nadc01|CARL A LORENZEN
NE STATE EDUCATION ASSOCIATION PAC|08CFL003218|99PAC00069|10/30/2008|10/31/2008|7840040|FieldWorks- Rex Moats for Legislature|2852 Connecticut Avenue, NW|Washington|DC|20008||10/30/2008|3333.33|07FIS10930|S |||11/04/2008|nadc01|REX  J MOATS
NE STATE EDUCATION ASSOCIATION PAC|08CFL003220|99PAC00069|10/31/2008|11/03/2008|7840153|Clark Creative Group - Sullivan for Legislature|514 South 13th Street|Omaha|NE|68102||10/31/2008|1300|07FIS10940|S |||11/10/2008|nadc06|KATHLEEN A SULLIVAN
NE STATE EDUCATION ASSOCIATION PAC|10CFL004504|99PAC00069|05/12/2010|05/12/2010|8240038|Meyer Associates Teleservices - Conrad for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|05/10/2010|880|05FIS10057|S |||06/01/2010|nadc06|DANIELLE M CONRAD
NE STATE EDUCATION ASSOCIATION PAC|10CFL004505|99PAC00069|05/12/2010|05/12/2010|8240039|Meyer Associates Teleservices - Bob Krist for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|05/10/2010|1340|09FIS11519|S |||06/01/2010|nadc06|ROBERT J KRIST
NE STATE EDUCATION ASSOCIATION PAC|10CFL004506|99PAC00069|05/12/2010|05/12/2010|8240040|Meyer Associates Teleservices - Kent Rogert for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|05/10/2010|1600|05FIS10081|S |||06/01/2010|nadc06|KENT W ROGERT
NE STATE EDUCATION ASSOCIATION PAC|10CFL004507|99PAC00069|05/12/2010|05/12/2010|8240041|Meyer Associates Teleservices - Wallman for Legislature|14 North Seventh Avenue|St Cloud|MN|56303|3202594000|05/10/2010|2000|05FIS10091|S |||06/01/2010|nadc06|NORMAN T WALLMAN
NE STATE EDUCATION ASSOCIATION PAC|10CFL004578|99PAC00069|10/27/2010|10/28/2010|8300167|Clark Creative - Mark Christensen for Legislature - 8300167|514 So 13th Street|Omaha|NE|68102|4023455800|10/27/2010|401.25|05FIS10041|S |||01/26/2011|nadc06|MARK R CHRISTENSEN
NE STATE EDUCATION ASSOCIATION PAC|10CFL004579|99PAC00069|10/27/2010|10/28/2010|8300168|US Postal Service - Mark Christensen for Legislature||Omaha|NE|68131||10/27/2010|759.45|05FIS10041|S |||11/05/2010|nadc06|MARK R CHRISTENSEN
NE STATE EDUCATION ASSOCIATION PAC|10CFL004580|99PAC00069|10/27/2010|10/28/2010|8300169|Clark Creative - Conrad for Legislature|514 S 13th Street|Omaha|NE|68102|4023455800|10/25/2010|4356|05FIS10057|S |||11/05/2010|nadc06|DANIELLE M CONRAD
NE STATE EDUCATION ASSOCIATION PAC|10CFL004581|99PAC00069|10/27/2010|10/28/2010|8300170|Clark Creative - Dierks for Legislature 2010|514 So 13th Street|Omaha|NE|68102|4023455800|10/25/2010|4461.61|99FIS00195|S |||11/05/2010|nadc06|MERTON   DIERKS
NE STATE EDUCATION ASSOCIATION PAC|10CFL004582|99PAC00069|10/27/2010|10/28/2010|8300171|Clark Creative - Dierks for Legislature 2010 - 8300171|514 So 13th Street|Omaha|NE|68102|4023455800|10/27/2010|374.5|99FIS00195|S |||01/26/2011|nadc06|MERTON   DIERKS
NE STATE EDUCATION ASSOCIATION PAC|10CFL004583|99PAC00069|10/27/2010|10/28/2010|8300172|US Postal Service - Dierks for Legislature 2010||Omaha|NE|68102||10/27/2010|881.56|99FIS00195|S |||11/05/2010|nadc06|MERTON   DIERKS
NE STATE EDUCATION ASSOCIATION PAC|10CFL004584|99PAC00069|10/27/2010|10/28/2010|8300173|Clark Creative - Burke Harr for Legislature - 8300173|514  So 13th Street|Omaha|NE|68102|4023455800|10/27/2010|347.75|10FIS11588|S |||01/26/2011|nadc06|BURKE J HARR
NE STATE EDUCATION ASSOCIATION PAC|10CFL004585|99PAC00069|10/27/2010|10/28/2010|8300174|US Postal Service - Burke Harr for Legislature||Omaha|NE|68102||10/27/2010|900.67|10FIS11588|S |||11/05/2010|nadc06|BURKE J HARR
NE STATE EDUCATION ASSOCIATION PAC|10CFL004586|99PAC00069|10/27/2010|10/28/2010|8300175|Clark Creative - Bob Krist for Legislature - 8300175|514 So 13th Street|Omaha|NE|68102|4023455800|10/27/2010|347.75|09FIS11519|S |||01/26/2011|nadc06|ROBERT J KRIST
NE STATE EDUCATION ASSOCIATION PAC|10CFL004587|99PAC00069|10/27/2010|10/28/2010|8300176|US Postal Service - Bob Krist for Legislature||Omaha|NE|68102||10/27/2010|722.77|09FIS11519|S |||11/05/2010|nadc06|ROBERT J KRIST
NE STATE EDUCATION ASSOCIATION PAC|10CFL004588|99PAC00069|10/27/2010|10/28/2010|8300177|Clark Creative - Kent Rogert for Legislature||Omaha|NE|68102||10/25/2010|4822.39|05FIS10081|S |||11/05/2010|nadc06|KENT W ROGERT
NE STATE EDUCATION ASSOCIATION PAC|10CFL004589|99PAC00069|10/27/2010|10/28/2010|8300178|Clark Creative - Wallman for Legislature|514 So 13th Street|Omaha|NE|68102|4023455800|10/25/2010|2514|05FIS10091|S |||11/05/2010|nadc06|NORMAN T WALLMAN
NE STATE EDUCATION ASSOCIATION PAC|10CFL004590|99PAC00069|10/27/2010|10/28/2010|8300179|Clark Creative - Teresa Whitehead for Legislature|514 So 13th Street|Omaha|NE|68102|4023455800|10/25/2010|7846|10FIS11837|S |||11/05/2010|nadc06|TERESA L WHITEHEAD
NE STATE EDUCATION ASSOCIATION PAC|10CFL004594|99PAC00069|10/28/2010|10/29/2010|8300180|Zata 3 Consulting, LLC - Mark Christensen for Legislature|458 New Jersey Avenue, SE|Washington|DC|20003|2023866024|10/28/2010|3926|05FIS10041|S |||11/05/2010|nadc06|MARK R CHRISTENSEN
NE STATE EDUCATION ASSOCIATION PAC|10CFL004595|99PAC00069|10/28/2010|10/29/2010|8300181|Zata 3 Consulting, LLC - Conrad for Legislature|458 New Jersey Avenue, SE|Washington|DC|20003|2023866024|10/28/2010|2082|05FIS10057|S |||02/04/2011|nadc06|DANIELLE M CONRAD
NE STATE EDUCATION ASSOCIATION PAC|10CFL004596|99PAC00069|10/28/2010|10/29/2010|8300182|Zata 3 Consulting, LLC - Dierks for Legislature 2010|458 New Jersey Avenue, SE|Washington|DC|20003|2023866024|10/28/2010|3926|99FIS00195|S |||11/05/2010|nadc06|MERTON   DIERKS
NE STATE EDUCATION ASSOCIATION PAC|10CFL004597|99PAC00069|10/28/2010|10/29/2010|8300183|Zata 3 Consulting, LLC - Burke Harr for Legislature|458 New Jersey Avenue, SE|Washington|DC|20003|2023866024|10/28/2010|3253.57|10FIS11588|S |||11/05/2010|nadc06|BURKE J HARR
NE STATE EDUCATION ASSOCIATION PAC|10CFL004598|99PAC00069|10/28/2010|10/29/2010|8300184|Zata 3 Consulting, LLC - Bob Krist for Legislature|458 New Jersey Avenue, SE|Washington|DC|20003|2023866024|10/28/2010|3926|09FIS11519|S |||11/05/2010|nadc06|ROBERT J KRIST
NE STATE EDUCATION ASSOCIATION PAC|10CFL004599|99PAC00069|10/28/2010|10/29/2010|8300185|Zata 3 Consulting, LLC - McIntyre for State Board of Education|458 New Jersey Avenue, SE|Washington|DC|20003|2023866024|10/28/2010|5700|10FIS11684|S |||11/05/2010|nadc06|DENNIS J MCINTYRE
NE STATE EDUCATION ASSOCIATION PAC|10CFL004600|99PAC00069|10/28/2010|10/29/2010|8300186|Zata 3 Consulting, LLC - Kent Rogert for Legislature|458 New Jersey Avenue, SE|Washington|DC|20003|2023866024|10/28/2010|2082|05FIS10081|S |||11/05/2010|nadc06|KENT W ROGERT
NE STATE EDUCATION ASSOCIATION PAC|10CFL004601|99PAC00069|10/28/2010|10/29/2010|8300187|Zata 3 Consulting, LLC - Teresa Whitehead for Legislature|458 New Jersey Avenue, SE|Washington |DC|20003|2023866024|10/28/2010|3253.57|10FIS11837|S |||11/05/2010|nadc06|TERESA L WHITEHEAD
NE STATE EDUCATION ASSOCIATION PAC|10CFL004609|99PAC00069|10/29/2010|11/01/2010|8310034|Unionist Printing - Burke Haar for Legislature|1309 NW Radial Hwy|Omaha|NE|68132|4025589500|10/29/2010|1035.9|10FIS11588|S |||01/26/2011|nadc06|BURKE J HARR
NE STATE EDUCATION ASSOCIATION PAC|10CFL004610|99PAC00069|10/29/2010|11/01/2010|8310035|Hudson Bay Company - Burke Haar for Legislature|11032 Vera Cruz Avenue N|Champlin|MN|55316|7636577066|10/29/2010|1410.94|10FIS11588|S |||01/26/2011|nadc06|BURKE J HARR
NE STATE EDUCATION ASSOCIATION PAC|10CFL004611|99PAC00069|10/29/2010|11/01/2010|8310036|Hudson Bay Company - Teresa Whitehead for Legislature - 8310036|11032 Vera Cruz Avenue N|Champlin|MN|55316|7636577066|10/29/2010|1117.06|10FIS11837|S |||01/26/2011|nadc06|TERESA L WHITEHEAD
NE STATE EDUCATION ASSOCIATION PAC|12CFL004791|99PAC00069|05/07/2012|05/07/2012|8660181|US. Postmaster - Bolz for Legislature|700 R Street|Lincoln|NE|68508||05/07/2012|1160.36|11FIS12202|S |||05/14/2012|nadc06|KATE J BOLZ
NE STATE EDUCATION ASSOCIATION PAC|12CFL004792|99PAC00069|05/07/2012|05/07/2012|8660182|US Postmaster - Mayhew for Legislature|700 R Street|Lincoln|NE|68508||05/07/2012|315.73|99FIS08506|S |||05/14/2012|nadc06|DON   MAYHEW
NE STATE EDUCATION ASSOCIATION PAC|12CFL004793|99PAC00069|05/07/2012|05/07/2012||US Postmaster - Ken Haar for Legislature|700 R Street|Lincoln|NE|68508||05/07/2012|528.9|08FIS11036|S |||05/07/2012|nadc01|KENNETH W HAAR
NE STATE EDUCATION ASSOCIATION PAC|12CFL004794|99PAC00069|05/07/2012|05/07/2012||Unionist Printing - Bolz for Legislature|1309 NW Radial Highway|Omaha|NE|68132||05/07/2012|315.73|11FIS12202|S |||05/07/2012|nadc01|KATE J BOLZ
NE STATE EDUCATION ASSOCIATION PAC|12CFL004795|99PAC00069|05/07/2012|05/07/2012||Unionist Printing - Mayhew for Legislature|1309 NW Radial Highway|Omaha|NE|68132||05/07/2012|315.73|99FIS08506|S |||05/07/2012|nadc01|DON   MAYHEW
NE STATE EDUCATION ASSOCIATION PAC|12CFL004796|99PAC00069|05/07/2012|05/07/2012||Unionist Printing - Ken Haar for Legislature|1309 NW Radial Highway|Omaha|NE|68132||05/07/2012|528.9|08FIS11036|S |||05/07/2012|nadc01|KENNETH W HAAR
NE STATE EDUCATION ASSOCIATION PAC|12CFL004797|99PAC00069|05/07/2012|05/07/2012|8660183|Unionist Printing - Bolz for Legislature|1309 NW Radial Highway|Omaha|NE|68132||05/07/2012|746.33|11FIS12202|S |||05/14/2012|nadc06|KATE J BOLZ
NE STATE EDUCATION ASSOCIATION PAC|12CFL004798|99PAC00069|05/07/2012|05/07/2012||Unionist Printing - Mayhew for Legislature|1309 NW Radial Highway|Omaha|NE|68132||05/07/2012|746.32|99FIS08506|S |||05/07/2012|nadc01|DON   MAYHEW
NE STATE EDUCATION ASSOCIATION PAC|12CFL004799|99PAC00069|05/07/2012|05/07/2012||Unionist Printing - Ken Haar for Legislature|1309 NW Radial Highway|Omaha|NE|68132||05/07/2012|1332.15|08FIS11036|S |||05/07/2012|nadc01|KENNETH W HAAR
NE STATE EDUCATION ASSOCIATION PAC|12CFL004801|99PAC00069|05/10/2012|05/10/2012||Unionist Printing - Ken Haar for Legislature|1309 NW Radial Hwy|Omaha|NE|68132||05/09/2012|1429.13|08FIS11036|S |||05/10/2012|nadc01|KENNETH W HAAR
NE STATE EDUCATION ASSOCIATION PAC|12CFL004802|99PAC00069|05/10/2012|05/10/2012||Unionist Printing - Bolz for Legislature|1309 NW Radial Hwy|Omaha|NE|68132||05/09/2012|804.92|11FIS12202|S |||05/10/2012|nadc01|KATE J BOLZ
NE STATE EDUCATION ASSOCIATION PAC|12CFL004803|99PAC00069|05/10/2012|05/10/2012|8660184|Unionist Printing - Mayhew for Legislature|1309 NW Radial Hwy|Omaha|NE|68132||05/09/2012|804.92|99FIS08506|S |||05/14/2012|nadc06|DON   MAYHEW
NE STATE EDUCATION ASSOCIATION PAC|12CFL004806|99PAC00069|05/11/2012|05/11/2012|8660185|Clark Creative Group|514 South 13th Street|Omaha|NE|68102||05/11/2012|928.23|08FIS11036|S |||05/14/2012|nadc06|KENNETH W HAAR
NE STATE EDUCATION ASSOCIATION PAC|12CFL004807|99PAC00069|05/11/2012|05/11/2012|8660186|Clark Creative Group|514 South 13th Street|Omaha|NE|68102||05/11/2012|2968.68|11FIS12202|S |||05/14/2012|nadc06|KATE J BOLZ
NE STATE EDUCATION ASSOCIATION PAC|12CFL004808|99PAC00069|05/11/2012|05/11/2012|8660187|Clark Creative Group|514 South 13th Street|Omaha|NE|68102||05/11/2012|2968.68|99FIS08506|S |||05/14/2012|nadc06|DON   MAYHEW
NE STATE EDUCATION ASSOCIATION PAC|12CFL004809|99PAC00069|05/11/2012|05/11/2012|8660188|Clark Creative Group|514 South 13th Street|Omaha|NE|68102||05/11/2012|300|99FIS09471|S |||05/14/2012|nadc06|GWEN E HOWARD
NE STATE EDUCATION ASSOCIATION PAC|12CFL004810|99PAC00069|05/11/2012|05/11/2012|8660189|Clark Creative Group|514 South 13th Street|Omaha|NE|68102||05/11/2012|329.02|12FIS12236|O |||06/05/2012|nadc05|MICHAEL (#29) J SMITH
NE STATE EDUCATION ASSOCIATION PAC|12CFL004813|99PAC00069|05/15/2012|05/15/2012|8660241|Unionist Printing|1309 N. W. Radial Highway|Omaha|NE|68132|4025589500|05/15/2012|1698.11|12FIS12236|O |||06/05/2012|nadc05|MICHAEL (#29) J SMITH
NE STATE EDUCATION ASSOCIATION PAC|14CFL005318|99PAC00069|05/13/2014|05/13/2014|9150239|CHISM STRATEGIES - Bill Kintner|2906 NORTH STATE STREET, STE 302|JACKSON|MS|39216|6019820231|05/12/2014|2500|12FIS12238|O |||05/19/2014|nadc01|WILLIAM K KINTNER
NE STATE EDUCATION ASSOCIATION PAC|14CFL005416|99PAC00069|10/31/2014|10/31/2014|9250139|Clark Creative-Pete Ricketts for Governor|514 South 13th Street|Omaha|NE|68102||10/28/2014|8000|13FIS12708|O |||11/04/2014|nadc06|JOHN PETER  RICKETTS
NE STATE EDUCATION ASSOCIATION PAC|14CFL005425|99PAC00069|11/03/2014|11/03/2014|9260034|Clark Creative - Gwenn Aspen for Legislature|514 South 13th Street|Omaha|NE|68102||10/31/2014|535|13FIS12713|O |||11/10/2014|nadc06|GWENNIVIERE W ASPEN
NE STATE EDUCATION ASSOCIATION PAC|14CFL005426|99PAC00069|11/03/2014|11/03/2014|9260035|US Postmaster-Gwenn Aspen for Legislature||Lincoln|NE|68509||10/29/2014|521.75|13FIS12713|O |||11/10/2014|nadc06|GWENNIVIERE W ASPEN
NE STATE EDUCATION ASSOCIATION PAC|14CFL005436|99PAC00069|11/10/2014|11/10/2014|9260116|ANCMS|8100 SOUTH 13TH STREET|LINCOLN|NE|68512|4024211083|11/07/2014|1183.74|13FIS12713|S |||11/18/2014|nadc06|GWENNIVIERE W ASPEN
NE STATE EDUCATION ASSOCIATION PAC|16CFL005943|99PAC00069|11/01/2016|11/03/2016|9710188|CLARK CREATIVE GROUP|514 S 13TH ST |OMAHA|NE|68102||10/31/2016|3750|11FIS12206|S |||11/08/2016|nadc06|GERALD D JOHNSON
NE STATE EDUCATION ASSOCIATION PAC|16CFL005944|99PAC00069|11/01/2016|11/03/2016|9710189| CLARK CREATIVE GROUP|514 S 13TH ST|OMAHA|NE|68102||10/31/2016|3751|12FIS12248|S |||11/08/2016|nadc06|LES R SEILER
NE STATE EDUCATION ASSOCIATION PAC|16CFL005947|99PAC00069|11/02/2016|11/04/2016|9710190|CLARK CREATIVE GROUP|514 S 13TH STREET|OMAHA|NE|68102||11/01/2016|3490|06FIS10690|S |||11/08/2016|nadc06|ROBERT A LAMMERS
NE STATE EDUCATION ASSOCIATION PAC|16CFL005948|99PAC00069|11/02/2016|11/04/2016|9710191|CLARK CREATIVE GROUP|514 S 13TH STREET|OMAHA|NE|68102||11/01/2016|7755|15FIS13465|S |||11/08/2016|nadc06|JAMES E GORDON
NE STATE EDUCATION ASSOCIATION PAC|16CFL005949|99PAC00069|11/02/2016|11/04/2016|9710192|CREATIVE CLARK|514 S 13TH STREET|OMAHA|NE|68102||11/01/2016|7755|15FIS13440|S |||11/08/2016|nadc06|LARRY J SCHERER
NE STATE EDUCATION ASSOCIATION PAC|16CFL005957|99PAC00069|11/04/2016|11/07/2016|9720061|CLARK CREATIVE|514 S 13TH ST|OMAHA|NE|68102||11/03/2016|4946|12FIS12221|S |||11/15/2016|nadc06|SUE E CRAWFORD
NE STATE EDUCATION ASSOCIATION PAC|18CFL006101|99PAC00069|05/10/2018|05/14/2018|1120168|BCOM SOLUTIONS|701 P STREET STE 305|LINCOLN |NE|68508|4024144290|05/09/2018|2500|14FIS13053|O |||05/23/2018|nadc06|PATRICK J MCPHERSON
